id,smiles,mw,hbd,hba,rot_bonds,net_charge,ring_count,fsp3,tpsa,aromatic_rings,total_stereo,undefined_stereo,logp,rank,context,target_name,effector_name,reference_ligand_count,centroid_score
s_11____4933702____25977056,CC(NC(=O)c1ccccn1)C(=O)NC1CCN(C(C)C)C1=O,318.38,2.0,4.0,5.0,0,2,0.5,91.4,1,2,1,0.33,3062,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.515478789806366
s_1626____22046016____22118606,O=C(NC1CCCN(Cc2ccccc2)C1=O)c1c(F)ccc2c1OCO2,370.38,1.0,4.0,4.0,0,4,0.3,67.87,2,1,1,2.48,3063,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5154625773429871
s_2708____23848906____913560,CC(NC(=O)NC1CCCCN(C)C1=O)c1cccc(NC(=O)c2ccccc2)c1,408.5,3.0,3.0,5.0,0,3,0.348,90.54,2,2,1,3.31,3064,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.515428900718689
s_2708____26982606____25462314,CC(NC(=O)NC(C(=O)OC(C)(C)C)c1ccccc1)c1ccccc1OC(F)F,420.46,2.0,4.0,7.0,0,2,0.364,76.66,2,2,0,4.73,3065,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5154083967208862
m_279130____28137346____28152436____28195112,CN1CC(C(=O)NC(Cc2cn(-c3cnccc3Cl)nn2)c2ccccc2)NC1=O,425.88,2.0,6.0,6.0,0,4,0.25,105.04,3,2,1,1.74,3066,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5153627991676331
m_2708____12875754____24002348,COC(=O)C(C)(C)CN(C)C(=O)NC1CCOC1=O,272.3,1.0,5.0,4.0,0,1,0.75,84.94,0,1,0,0.14,3067,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5153579711914062
s_22____2677872____20045236,CC(NC(=O)C1CC(O)(c2ccncc2)C1)c1ccccc1Oc1ccccc1,388.47,2.0,4.0,6.0,0,4,0.25,71.45,3,1,1,4.35,3068,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5153428912162781
s_2624____27268876____813210,CCCC(NC(=O)Cn1ccn(-c2cccc(Br)c2)c1=O)c1ccccc1,428.33,1.0,4.0,7.0,0,3,0.238,56.03,3,1,1,4.06,3069,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5153242349624634
m_279130____28136758____28192170____28195444,COC(C(=O)NC(c1cn(C(C)c2ccccc2Cl)nn1)C1CCC1)c1ccccc1,438.96,1.0,5.0,8.0,0,4,0.375,69.04,3,3,0,4.89,3070,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5153241753578186
m_274552____23521860____25013144____15985138,CCN(C(=O)CC1CC(NC(=O)C(C)c2ccccc2)C1)c1ccccc1,364.49,1.0,2.0,7.0,0,3,0.391,49.41,2,1,0,4.13,3071,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.51532381772995
m_279130____28136964____28152896____28195330,CC(C)C(NC(=O)C1(C(F)F)CCCCCC1)c1cn(C2CCCCNC2=O)nn1,425.52,2.0,5.0,6.0,0,3,0.81,88.91,1,2,1,3.54,3072,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.515312135219574
m_274552____23414778____24998246____25065960,CN1CCC(NC(=O)CCC2CCCN(C(=O)C3(CCF)CCC3)C2)CC1=O,395.52,1.0,3.0,7.0,0,3,0.857,69.72,0,2,1,2.27,3073,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5153005719184875
m_279130____28093896____28139656____28194228,CN1CCCCC(NC(=O)CCc2cn(CC3CC(C)(C)C(=O)N3)nn2)C1=O,390.49,2.0,6.0,6.0,0,3,0.737,109.22,1,2,0,0.25,3074,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5152795314788818
m_279130____28137040____28173062____28193518,CC1(C)CC(CC(=O)NCCc2cccc(-c3cn(-c4ccc(O)cc4)nn3)c2)C(=O)O1,434.5,2.0,7.0,7.0,0,4,0.333,106.34,3,1,1,3.03,3075,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5152600407600403
m_276010____17281982____24764518____24752086,CN1CC(C(=O)N2CC(Cn3cc(-c4cn(CCOc5ccc(Cl)cc5)nn4)cn3)C2)NC1=O,484.95,1.0,8.0,8.0,0,5,0.409,110.41,3,1,0,1.36,3076,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.515239953994751
s_2708____19995300____6582660,CC(NC(=O)NCC(c1cccnc1)N(C)C)c1ccc2ccccc2c1,362.48,2.0,3.0,6.0,0,3,0.273,57.26,3,2,1,3.9,3077,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5152223110198975
s_1458____17602682____13978650,Cc1cccc(N2CCC(OC(=O)C3(C#N)CC4(CCC4)C3)C2=O)c1,338.41,0.0,4.0,3.0,0,4,0.55,70.4,1,1,1,3.12,3078,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5151939988136292
s_275550____18176050____17777332____28843072,CCCN1CC(N(Cc2ccccc2COC)C(=O)c2ccc(F)cc2)CC1=O,398.48,0.0,3.0,8.0,0,3,0.391,49.85,2,1,1,3.62,3079,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5151509642601013
s_1458____30161030____28678298,O=C1CN(CC(=O)OC2COc3ccccc3C2=O)C(=O)c2ccccc2N1,380.36,1.0,6.0,3.0,0,4,0.2,102.01,2,1,1,1.27,3080,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5151379108428955
m_274552____23521052____24998246____25032136,CN1CCC(NC(=O)C2(CCNC(=O)Cc3ccns3)CCCC2)CC1=O,392.52,2.0,5.0,7.0,0,3,0.684,91.4,1,1,1,1.49,3081,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5151293277740479
m_11____9162662____30096590,O=C(CSCC1CC1)NC1CCCN(C2CCCCC2)C1=O,324.49,1.0,3.0,6.0,0,3,0.882,49.41,0,1,1,2.57,3082,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5151230096817017
m_282151____25177200____25174080____25247238,CCN1CC(CN(Cc2cccc(SC)c2)C(=O)c2cccc3ccnn23)OC1=O,424.53,0.0,6.0,7.0,0,4,0.318,67.15,3,1,1,3.54,3083,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.515120267868042
m_274860____17163132____20816118____17179606,COCC(O)Cc1cn(C(C)C(=O)NC2CCCc3cccnc32)nn1,359.43,2.0,7.0,7.0,0,3,0.556,102.16,2,3,0,0.98,3084,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5151035785675049
m_275592____18896084____18930804____13186274,Cc1cccc(C(=O)NC(CNC(=O)C(C)c2ccncc2C)c2ccccc2)c1,401.51,2.0,3.0,7.0,0,3,0.24,71.09,3,2,1,4.09,3085,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5150934457778931
m_274552____23521124____15973620____15976494,CC(NC(=O)C1=CC2(CN(C(=O)CC3CCCCC3O)C2)OC1)c1ccccc1F,416.49,2.0,4.0,5.0,0,4,0.565,78.87,1,3,0,2.48,3086,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5150726437568665
m_279130____28089490____28595564____28194478,CCN1CCCC(n2cc(C3(C(=O)NC4CCCN(C5CCCC5)C4)CC(=O)C3)nn2)C1=O,456.59,1.0,7.0,6.0,0,5,0.792,100.43,1,2,1,1.58,3087,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5150657892227173
s_22____17638210____18623174,COC1CC2CCC(C1)N2C(=O)C(C)NC(=O)c1ccc(Br)cc1,395.3,1.0,3.0,4.0,0,3,0.556,58.64,1,4,0,2.74,3088,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5150552988052368
m_274552____23522654____24970612____25033472,CSCCC(NC(=O)CC1CCOC1=O)C(=O)N1OC2CCC1CC2,370.47,1.0,6.0,7.0,0,4,0.824,84.94,0,2,1,1.26,3089,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.51503586769104
m_279130____28137034____28183530____28195894,CC(C)C(NC(=O)CCn1ccccc1=O)c1cn(C2CCN(C)C2=O)nn1,386.46,1.0,7.0,7.0,0,3,0.526,102.12,2,2,1,0.75,3090,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.515001654624939
s_271302____25413130____13259252,N#Cc1ccc(CN2CCC(NC3CC(CN)C3)C2=O)cc1,298.39,2.0,4.0,5.0,0,3,0.529,82.15,1,1,1,0.99,3091,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5149813890457153
m_279130____28125436____28139536____28194416,CN1CCC(NC(=O)c2cc(-c3cn(Cc4cn(C)nc4Cl)nn3)nn2C)C1=O,417.86,1.0,9.0,5.0,0,4,0.412,115.76,3,1,1,0.07,3092,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5149748921394348
m_1458____12900090____26086848,CN1CCC(CC(=O)OCC2COC(C)(C)O2)C1=O,271.31,0.0,5.0,4.0,0,2,0.846,65.07,0,2,1,0.55,3093,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5149580836296082
m_279130____28137256____28162406____28610750,CC1Cc2cccc(C(=O)NCc3cccc(OCc4cn(C(C)c5cnnn5C)nn4)c3)c2O1,473.54,1.0,9.0,8.0,0,5,0.32,108.98,4,2,1,2.85,3094,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5149533152580261
s_270004____8296602____16665050,Cc1cc(F)c(CNC2CCN(c3cnn(C)c3)C2=O)c(Br)c1,381.25,1.0,4.0,4.0,0,3,0.375,50.16,2,1,1,2.52,3095,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5149487257003784
s_1626____22038892____22127982,COc1cc(C(=O)NC2CCN(c3ccc(C)cc3)C2=O)cc2cccnc12,375.43,1.0,4.0,4.0,0,4,0.227,71.53,3,1,1,3.09,3096,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5149442553520203
s_11____10389792____10268038,COC(=O)CC(C)CC(=O)N(Cc1ccccc1)C(C)c1ccccc1,353.46,0.0,3.0,8.0,0,2,0.364,46.61,2,2,1,4.37,3097,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5149016380310059
s_11____25332626____22137494,COc1ccccc1N1CCC(NC(=O)Cc2cccc(C)c2C)C1=O,352.43,1.0,3.0,5.0,0,3,0.333,58.64,2,1,1,2.78,3098,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5148978233337402
m_274552____23521210____24999084____13453896,CC(C)CC(=O)NC(C)C(C)(C)C(=O)NC1CCOC1=O,298.38,2.0,4.0,6.0,0,1,0.8,84.5,0,2,1,0.99,3099,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5148736238479614
m_274552____19647264____24996032____25033242,Cc1ccncc1CC(=O)NC(C(=O)NC1CCN(C)C1=O)c1ccccc1,380.45,2.0,4.0,6.0,0,3,0.333,91.4,2,2,0,1.14,3100,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5148594975471497
m_279130____28125344____28139440____28195894,CN1CCC(n2cc(-c3cccc(CC(=O)NC4CCC(=O)NC4)c3)nn2)C1=O,396.45,2.0,6.0,5.0,0,4,0.45,109.22,2,2,1,0.29,3101,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5148541927337646
m_279130____28125020____28139522____28195298,CCOc1cccc(-n2cc(-c3cnn(CC(=O)NC(C)C(=O)N4CCCCC4)c3)nn2)c1,451.53,1.0,8.0,8.0,0,4,0.435,107.17,3,1,0,2.05,3102,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5148451328277588
s_22____4933706____16887730,CC(C)N1CCC(NC(=O)C2(Oc3ccccc3)CN(C(=O)OC(C)(C)C)C2)C1=O,417.51,1.0,5.0,5.0,0,3,0.591,88.18,1,1,1,2.18,3103,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5148071646690369
m_279130____28137370____28600980____28195330,CCC(CC)(NC(=O)CN1CCC1)c1cn(C2CCCCNC2=O)nn1,362.48,2.0,6.0,7.0,0,3,0.778,92.15,1,1,1,0.96,3104,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5148046612739563
m_276010____24753744____24760434____17280750,CC1(C)CC(Cn2cc(C3CN(C(=O)C4(c5ccc6c(c5)OCO6)CCOCC4)C3)nn2)OC1=O,482.54,0.0,9.0,5.0,0,6,0.6,105.01,2,1,1,2.02,3105,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5147930383682251
s_11____17830416____54644,CC(C)C(NC(=O)COc1ccccc1)C(=O)NC1CCCCN(C)C1=O,375.47,2.0,4.0,7.0,0,2,0.55,87.74,1,2,1,1.33,3106,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5147811770439148
s_2230____13036620____680520,CCCC(NC(=O)CNC(C)(C)c1ccc(F)cc1)c1ccccc1,342.46,2.0,2.0,8.0,0,2,0.381,41.13,2,1,1,4.31,3107,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5147801637649536
m_279130____28137200____28187388____28194460,CC(C)C(C(=O)N(CCc1cn(C2CCCNC2=O)nn1)C(C)C)N(C)C,378.52,1.0,6.0,8.0,0,2,0.789,83.36,1,2,1,1.09,3108,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.51475989818573
s_240690____21569738____29167566,CC(C)(C)C1C(=O)NCCN1C(=O)CC(N)c1cccc2ccccc12,353.47,2.0,3.0,3.0,0,3,0.429,75.43,2,2,1,2.6,3109,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5147328972816467
m_272430____26356982____26397442,NC1CCCN(CC(=O)NC2CCCCC2F)C1=O,271.34,2.0,3.0,3.0,0,2,0.846,75.43,0,3,1,0.33,3110,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5147256851196289
s_1458____8600796____487358,COC(C(=O)OC(C)C(=O)Nc1cccc(N2CCCC2=O)c1)c1ccccc1,396.44,1.0,5.0,7.0,0,3,0.318,84.94,2,2,1,3.07,3111,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5147255659103394
s_271570____13465758____28541554,Cc1cc(C)c(-c2cc(C(=O)OC(C)(C)C)cc(N3CCC(N)C3=O)c2)c(C)c1,394.51,1.0,4.0,3.0,0,3,0.417,72.63,2,1,1,4.3,3112,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5147138833999634
m_274860____24710902____12656414____17179368,CN(C)CCc1cn(Cc2cccc(CNC(=O)C3CCC(=O)N3)c2)nn1,370.46,2.0,6.0,8.0,0,3,0.474,92.15,2,1,0,0.33,3113,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5147128701210022
m_274552____24796026____24987836____15979166,CN1CCC(CC(=O)NC2CCC(C(=O)N(C)CC3C(C)(C)C3(C)C)C2)C1=O,391.56,1.0,3.0,6.0,0,3,0.864,69.72,0,3,1,2.28,3114,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5146983861923218
s_276436____29178004____14090682,Cc1ccc(N2CC(C(=O)OCC3CC4(CCN4C(=O)OCc4ccccc4)C3)CC2=O)cc1F,480.54,0.0,5.0,6.0,0,5,0.444,76.15,2,1,1,4.22,3115,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5146937966346741
s_282770____26472550____26577780,CCC(C)c1ccccc1NC(=O)c1cccc(F)c1CNC,314.4,2.0,2.0,6.0,0,2,0.316,41.13,2,1,1,4.31,3116,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5146835446357727
s_22____10965426____31580920,CCC(NC(=O)C(C)(C)c1cccc(=O)[nH]1)c1ccccc1,298.39,2.0,2.0,5.0,0,2,0.333,61.96,2,1,0,2.92,3117,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5146793127059937
s_274090____12940262____14247142,COc1ccccc1N1CCC(n2cc(CCC(=O)C(C)(C)C)nn2)C1=O,370.45,0.0,6.0,6.0,0,3,0.5,77.32,2,1,1,2.81,3118,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5146788358688354
s_1626____22064412____22105270,CC(C)(C)N1CCC(NC(=O)c2ccc(Br)cc2Cl)C1=O,373.68,1.0,2.0,2.0,0,2,0.467,49.41,1,1,1,3.23,3119,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5146670341491699
m_279130____30430068____28186104____28196052,O=C(CN1CCCCCC1=O)Nc1cncc(-c2cn(C3CCOC3=O)nn2)c1,398.42,1.0,8.0,5.0,0,4,0.474,119.31,2,1,1,1.17,3120,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5146652460098267
m_274552____18613000____24999084____15982956,COc1cccc(C(=O)N(C)CCC(=O)NC2CCOC2=O)c1,320.35,1.0,5.0,6.0,0,2,0.438,84.94,1,1,0,0.59,3121,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5146642923355103
m_279130____28087714____28139562____28194720,CC1(C)CC(NC(=O)c2cc(F)cc(-c3cn(-c4ccc5[nH]ccc5c4)nn3)c2)C(=O)O1,433.44,2.0,6.0,4.0,0,5,0.217,101.9,4,1,1,3.38,3122,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5146579742431641
m_275592____14114398____14137382____15856532,CCN(C(=O)c1cccc(SC)c1)C(C)CNC(=O)C(C)c1ccccc1,384.55,1.0,3.0,8.0,0,2,0.364,49.41,2,2,0,4.18,3123,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5146476626396179
s_2708____8127132____27425094,COCCN(C(=O)NC(C)c1ccccc1Br)C1CCN(C(C)=O)CC1,426.36,1.0,3.0,6.0,0,2,0.579,61.88,1,1,0,3.18,3124,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5146169066429138
s_1458____25967392____482152,CCC(NC(=O)COC(=O)c1cn(C)c(C)cc1=O)c1ccc(OC)cc1,372.42,1.0,6.0,7.0,0,2,0.35,86.63,2,1,1,2.13,3125,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5146167874336243
m_279130____28586438____28139546____28193882,Cc1ccc2c(c1)C(n1cc(-c3ccc(F)c(C(=O)NC(C)C(=O)Cc4ccccc4)c3)nn1)CC2,482.56,1.0,5.0,7.0,0,5,0.241,76.88,4,2,1,4.86,3126,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.514596164226532
s_276436____14082152____31134818,CCn1nnc2ccc(C(=O)OC(C)c3ccccc3)cc21,295.34,0.0,5.0,4.0,0,3,0.235,57.01,3,1,0,3.37,3127,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5145763754844666
s_22____15104452____12321788,COC(=O)C(NC(=O)COCc1ccnc(OC)c1)c1cccc(Br)c1,423.26,1.0,6.0,8.0,0,2,0.278,86.75,2,1,0,2.4,3128,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5145725011825562
m_279130____28137316____28187820____28195922,CN1CCC(C(=O)N2CCN(Cc3cn(Cc4cccc5ccccc45)nn3)C(=O)C2)C1,432.53,0.0,6.0,5.0,0,5,0.417,74.57,3,1,1,1.6,3129,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5145671963691711
s_240690____7364616____13151292,NC(CC(=O)NC1CCCN(c2ccccc2)C1=O)Cc1ccccc1,351.45,2.0,3.0,6.0,0,3,0.333,75.43,2,2,1,2.26,3130,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5145613551139832
m_274552____23522702____24999084____15974592,CC(C)C(NC(=O)C1=CCCOCC1)C(=O)NC1CCOC1=O,324.38,2.0,5.0,5.0,0,2,0.688,93.73,0,2,1,0.3,3131,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.514560341835022
m_1458____13573714____27081598,CC(C)(C)N1CCCC(OC(=O)C23CC(F)(C2)C3)C1=O,283.34,0.0,3.0,2.0,0,4,0.867,46.61,0,1,1,2.21,3132,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5145596861839294
m_274552____23519814____25014688____25032140,COC(=O)C1CC1C(=O)NC(C)c1nocc1C(=O)N(C)C(C)c1ccccc1,399.45,1.0,6.0,7.0,0,3,0.429,101.74,2,4,1,2.49,3132,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5145596861839294
s_1458____25937868____484114,CCNc1cncc(C(=O)OC(C)C(=O)c2ccc(F)cc2)c1,316.33,1.0,5.0,6.0,0,2,0.235,68.29,2,1,1,3.08,3134,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5145546793937683
m_274552____23522332____13185330____15977938,CN1CC(NC(=O)C2CC3(CC(NC(=O)c4ccn5cncc5c4)C3)C2)CC1=O,395.46,2.0,5.0,4.0,0,5,0.524,95.81,2,1,1,0.97,3135,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5145518183708191
m_275592____21824292____14140728____21844172,CON1CC(C(=O)NC(CNC(=O)c2cccc3c2OCC3)C(C)C)CC1=O,389.45,2.0,5.0,7.0,0,3,0.55,96.97,1,2,1,0.9,3136,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5144984722137451
m_274552____23520994____15971002____13454316,CCC(NC(=O)C12CC(CN(C(=O)C3CC3(C)C)C1)C2)c1ccccc1,354.49,1.0,2.0,5.0,0,5,0.636,49.41,1,2,0,3.54,3137,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5144982933998108
m_274552____20266990____25022590____15982956,CCCC(NC(=O)c1cccc(OC)c1)C(=O)N(CC)C1CCNC1=O,361.44,2.0,4.0,8.0,0,2,0.526,87.74,1,2,1,1.33,3138,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5144585967063904
s_1458____479476____485478,CCCC(NC(=O)COC(=O)CN1CCCC1=O)c1ccccc1,332.4,1.0,4.0,8.0,0,2,0.5,75.71,1,1,1,1.81,3139,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5144580602645874
m_279130____28137078____28158334____28194420,CC1(C)CC(Cn2cc(C3(CNC(=O)C(C)(C)c4cccc(C#N)c4)CCC3)nn2)OC1=O,449.56,1.0,7.0,7.0,0,4,0.56,109.9,2,1,1,3.01,3140,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5144404768943787
s_1458____16766164____13978650,Cc1cccc(N2CCC(OC(=O)COc3cccc(Oc4ccccn4)c3)C2=O)c1,418.45,0.0,6.0,7.0,0,4,0.208,77.96,3,1,1,3.91,3141,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5144149661064148
s_11____4905894____30147592,O=C1CN(CC(=O)NC2CCN(c3ccc(C(F)(F)F)cc3)C2=O)C(=O)c2ccccc2N1,460.41,2.0,4.0,4.0,0,4,0.273,98.82,2,1,1,2.02,3142,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.514392614364624
s_1458____12900090____8694182,CN1CCC(CC(=O)OCC(=O)Cc2ccccc2)C1=O,289.33,0.0,4.0,6.0,0,2,0.438,63.68,1,1,1,1.21,3143,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.514392077922821
s_276436____29178074____14105586,COc1ccccc1Cn1cnc2cc(C(=O)OCC3CCCN3C(N)=O)ccc21,408.46,1.0,6.0,6.0,0,4,0.318,99.68,3,1,0,2.79,3144,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5143920183181763
s_188690____21785934____21218410,CN1CCC(NC(=O)Cc2cc3c(c(C(=O)O)c2)OCC3)C1=O,318.33,2.0,4.0,4.0,0,3,0.438,95.94,1,1,1,0.21,3145,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5143831372261047
s_2708____23827778____21296830,O=C(NC1CCOC1=O)NC(C(=O)N1CCCCC1)c1ccccc1,345.4,2.0,4.0,4.0,0,3,0.5,87.74,1,2,0,1.35,3146,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5143805742263794
m_279130____28581894____28139520____28196052,COC1CC(C)(NC(=O)CCc2cccc(-c3cn(C4CCOC4=O)nn3)c2)C1,398.46,1.0,7.0,7.0,0,4,0.524,95.34,2,1,1,2.05,3147,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5143725275993347
s_22____10965426____12417764,CCC(NC(=O)c1ccc(C)nc1NC)c1ccccc1,283.38,2.0,3.0,5.0,0,2,0.294,54.02,2,1,0,3.31,3148,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5143600702285767
s_1458____25972430____485046,CC(Cc1ccc(F)cc1)C(=O)OC(C)C(=O)Nc1ccccc1,329.37,1.0,3.0,6.0,0,2,0.263,55.4,2,2,1,3.58,3149,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5143487453460693
m_274860____17127848____17191386____17179542,CN(Cc1cn(Cc2cccc(C(=O)NC3CCN(c4cnn(C)c4)C3=O)c2)nn1)C1CCCCC1,490.61,1.0,8.0,8.0,0,5,0.5,101.18,3,1,1,2.36,3150,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5143418312072754
s_2230____22410416____804394,Cc1ccc(C)c(NC(=O)CNC2CCCN(C)C2=O)c1,289.38,2.0,3.0,4.0,0,2,0.5,61.44,1,1,1,1.45,3151,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5143221616744995
m_274552____23414964____24978998____15985832,CN1CCC(NC(=O)C(NC(=O)C2CCCCCCC2)C2CCCCC2)C1=O,391.56,2.0,3.0,5.0,0,3,0.864,78.51,0,2,0,2.76,3152,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5143033266067505
s_269946____27172220____16785682,CC(C)(C)N1CCCC(NC(=O)c2nccnc2C(=O)O)C1=O,320.35,2.0,5.0,3.0,0,2,0.533,112.49,1,1,1,0.69,3153,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5142821073532104
s_1458____7556768____21997140,CC(NC(=O)COC(=O)c1cnn(CC(=O)NC2CCCC2)c1)c1ccccc1,398.46,2.0,6.0,8.0,0,3,0.429,102.32,2,1,0,1.98,3154,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5142744779586792
s_240690____12132660____15081296,O=C(NC1CCN(C2CCCCC2)C1=O)c1cccc2c1CNCC2,341.45,2.0,3.0,3.0,0,4,0.6,61.44,1,1,1,2.0,3155,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.51424241065979
m_274552____18977470____25020120____15984316,Cc1cc(O)ccc1N(C)C(=O)CC1CCC(NC(=O)C2CCC(=O)C2)CC1,386.49,2.0,4.0,5.0,0,3,0.591,86.71,1,1,1,3.1,3156,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5141940712928772
s_1626____22050574____22385390,COC(C(=O)NC1CCN(c2ccc(Br)c(C)c2)C1=O)c1ccccc1,417.3,1.0,3.0,5.0,0,3,0.3,58.64,2,2,1,3.37,3157,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.5141705274581909
