id,smiles,mw,hbd,hba,rot_bonds,net_charge,ring_count,fsp3,tpsa,aromatic_rings,total_stereo,undefined_stereo,logp,rank,context,target_name,effector_name,reference_ligand_count,centroid_score
s_11____25815976____54768,COCC(NC(=O)COc1cccc2cccnc12)c1ccccc1,336.39,1.0,4.0,7.0,0,3,0.2,60.45,3,1,0,3.12,94,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6345469355583191
m_274552____23519290____24998246____15974768,CN1CCC(NC(=O)CCC2(C)CN(C(=O)c3cnccc3O)C2)CC1=O,374.44,2.0,5.0,5.0,0,3,0.579,102.84,1,1,1,0.77,95,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6338700652122498
m_282151____25157570____25193018____27591036,Cc1cccn2c(CN(CC3CCCN(C)C3=O)C(=O)C3(O)CCSCC3)cnc12,430.57,1.0,6.0,5.0,0,4,0.591,78.15,2,1,1,2.1,96,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6332796216011047
s_22____12129732____1722886,COc1ccccc1C1(C(=O)NC2CCN(C3CCCCC3)C2=O)CCOCC1,400.52,1.0,4.0,5.0,0,4,0.652,67.87,1,1,1,2.79,97,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6330103874206543
m_274860____17142222____15234906____23178548,CCN1CCC(NC(=O)c2ccc(Cn3cc(-c4cccc(C(=O)OC)c4)nn3)cc2)C1=O,447.5,1.0,7.0,7.0,0,4,0.292,106.42,3,1,1,2.13,98,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6329321265220642
m_274552____23522656____13184766____13454422,CC(NC(=O)CN(C)C(=O)C1CCC(O)CC1)c1ccccc1,318.42,2.0,3.0,5.0,0,2,0.556,69.64,1,1,1,1.87,99,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6328637003898621
s_22____17781876____1161402,COc1ccc2c(c1)CCC(NC(=O)COc1cccc(C(N)=O)c1)C2=O,368.39,2.0,5.0,6.0,0,3,0.25,107.72,2,1,1,1.49,100,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6328036189079285
m_279130____28091306____28139432____28195846,CN1CCC(NC(=O)COc2cccc(-c3cn(-c4ccc5c(c4)CCC5)nn3)c2)C1=O,431.5,1.0,6.0,6.0,0,5,0.333,89.35,3,1,0,2.15,101,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6323499083518982
s_270122____22555476____22563072,O=C(O)CCN1CCC(N2CCC(NC(=O)c3ccoc3)CC2)C1=O,349.39,2.0,5.0,6.0,0,3,0.588,103.09,1,1,1,0.55,102,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6316924095153809
m_279130____28135340____28139572____28195894,CN1CCC(n2cc(Cn3cc(C(=O)NC4CCCc5ccccc54)c4ccccc43)nn2)C1=O,468.56,1.0,6.0,5.0,0,6,0.333,85.05,4,2,1,3.49,103,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6313266158103943
m_279130____28104010____28139622____28194228,CC1(C)CC(Cn2cc(-c3ccc(C(=O)NC4CCc5ccccc5CC4)cc3F)nn2)NC1=O,475.57,2.0,5.0,5.0,0,5,0.407,88.91,3,1,0,3.68,104,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6309120655059814
m_274552____23519364____24996032____15978886,CN1CCC(NC(=O)C2CC3CN(C(=O)c4cccc5occc45)CC3C2)C1=O,395.46,1.0,4.0,3.0,0,5,0.5,82.86,2,4,0,1.88,105,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6307634711265564
m_276010____24754048____24771102____17280374,COc1ccccc1C(=O)NC(C)C(=O)N(C)Cc1cn(C2CCc3ccccc3NC2=O)nn1,476.54,2.0,7.0,7.0,0,4,0.32,118.45,3,2,1,2.19,106,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6305180788040161
s_11____4065212____26273096,CC(NC(=O)c1ccnnc1OC1CCCC1)c1ccccc1,311.38,1.0,4.0,5.0,0,3,0.389,64.11,2,1,0,3.29,107,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6301290392875671
m_279130____28106268____28139482____28194202,CC(N)Cn1cc(-c2ccc(OCC(=O)NC3CCN(C4CCCCC4)C3=O)cc2)nn1,440.55,2.0,7.0,8.0,0,4,0.565,115.37,2,2,1,1.72,108,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6293615102767944
m_274860____24710826____15232440____12655744,CN1CC(C(=O)NCCc2ccc(-n3cc(COc4ccc(F)cc4)nn3)cc2)CC1=O,437.48,1.0,6.0,8.0,0,4,0.304,89.35,3,1,1,2.12,109,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6292687654495239
m_279130____28125436____28139456____28194192,CN1CCC(NC(=O)C2CC(O)(c3cn(-c4ccc5c(c4)NCC5)nn3)C2)C1=O,396.45,3.0,7.0,4.0,0,5,0.5,112.38,2,1,1,0.18,110,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6291159987449646
s_2708____4974218____19736220,COc1ccc(CN2CCC(NC(=O)N3CC(OC)CC3CF)C2=O)cc1,379.43,1.0,4.0,6.0,0,3,0.579,71.11,1,3,1,1.56,111,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.628653883934021
s_2708____23829376____20849326,COC(=O)c1cccc(C2(F)CN(C(=O)NC3CCCN(c4ccc(OC)cc4)C3=O)C2)c1,455.49,1.0,5.0,5.0,0,4,0.375,88.18,2,1,1,2.87,112,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6282392144203186
m_274552____23521678____24996032____13453892,CN1CCC(NC(=O)CC(C)(C)N(C)C(=O)c2ccccc2F)C1=O,349.41,1.0,3.0,5.0,0,2,0.5,69.72,1,1,0,1.41,113,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6277784705162048
m_279130____28131922____28139658____28195522,CCCN1CC(NC(=O)c2cccc(-c3cn(Cc4ccc(C(C)=O)cc4)nn3)c2)CC1=O,445.52,1.0,6.0,8.0,0,4,0.32,97.19,3,1,1,2.94,114,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6277421712875366
s_1458____25939894____21997140,CC(NC(=O)COC(=O)COc1cccnc1)c1ccccc1,314.34,1.0,5.0,7.0,0,2,0.235,77.52,2,1,0,1.88,115,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6276367902755737
m_274860____24675740____17196390____23178490,CN1CCC(NC(=O)c2ccc(-n3cc(-c4cnn5c4NCC5)nn3)cc2)C1=O,392.42,2.0,8.0,4.0,0,5,0.316,109.97,3,1,0,0.52,116,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6274757385253906
m_276010____17281572____17265928____24752096,CCC(C(=O)Nc1cccc(OCc2cn(C3CCCNC3=O)nn2)c1)N(C)C,400.48,2.0,7.0,8.0,0,3,0.5,101.38,2,2,1,1.59,117,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6273733377456665
m_1458____25946856____13164542,CON1CCC(OC(=O)C2(c3cccc4c(Br)cccc34)CC2)C1=O,404.26,0.0,4.0,4.0,0,4,0.368,55.84,2,1,1,3.34,118,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6271329522132874
m_279130____28137256____28612964____28194202,CC(N)Cn1cc(COc2cccc(CNC(=O)C3CCC=CO3)c2)nn1,371.44,2.0,7.0,8.0,0,3,0.421,104.29,2,2,1,1.51,119,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6270052194595337
m_274860____17159480____15234906____17179772,CN1CCCC(NC(=O)c2ccc(Cn3cc(CCCN4CCOCC4)nn3)cc2)C1=O,440.55,1.0,7.0,8.0,0,4,0.565,92.59,2,1,1,0.94,120,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6268764734268188
s_275550____17775776____27468842____28843072,CC(C)N1CCC(N(Cc2c3cc(Br)ccc3nn2C)C(=O)c2ccc(F)cc2)C1=O,487.37,0.0,4.0,5.0,0,4,0.348,58.44,3,1,1,4.13,121,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.626781702041626
s_527____15141524____19123586,CC(NC(=O)OCc1ccccc1)C(=O)NC1CCN(c2ccc(Br)cc2)C1=O,460.33,2.0,4.0,6.0,0,3,0.286,87.74,2,2,1,2.99,122,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6267562508583069
s_1458____18235724____4975024,O=C(Cc1cccc2ccncc12)OC1CCCN(c2cccc(F)c2)C1=O,378.4,0.0,4.0,4.0,0,4,0.227,59.5,3,1,1,3.65,123,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6261858940124512
m_279130____28132064____28610902____28194800,COCc1cccc(-n2cc(C(O)CC(=O)NC(C)c3ccccc3F)nn2)c1,398.44,2.0,6.0,8.0,0,3,0.286,89.27,3,2,1,2.85,124,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6261580586433411
s_1458____23013624____26096768,COc1cccc2c1CCC(OC(=O)Cn1ccc3cc(Br)cnc31)C2=O,429.27,0.0,6.0,4.0,0,4,0.25,70.42,3,1,1,3.55,125,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6257764101028442
m_282156____27637286____27588210____27558994,COc1ccc2c(CN(CC3CNC(=O)C3(F)F)C(=O)Nc3cccc(OC)c3C)cccc2c1,483.51,2.0,4.0,7.0,0,4,0.308,79.9,3,1,1,4.58,126,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6256888508796692
m_279130____28093896____28139552____28194438,CC(c1cccc(F)c1)n1cc(CSc2cccc(C(=O)NC3CCCCN(C)C3=O)c2)nn1,481.6,1.0,6.0,7.0,0,4,0.36,80.12,3,2,0,4.06,127,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6256252527236938
m_275592____18896826____15844828____14134652,CC(C)N1CC(C(=O)NCC2(F)CC(CNC(=O)c3cccc4ccnn34)C2)CC1=O,429.5,2.0,5.0,7.0,0,4,0.545,95.81,2,1,1,1.55,128,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.625234842300415
s_11____16622678____18335560,CC(C)(C)OC(=O)c1cc(Br)cc(N2CCC(NC(=O)C3(CCF)CCC3)C2=O)c1,483.38,1.0,4.0,6.0,0,3,0.591,75.71,1,1,1,4.16,129,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6249337196350098
s_38____925376____12221644,CC(NC(=O)CNc1ccccc1OC1CCCC1)c1ccccc1,338.45,2.0,3.0,7.0,0,3,0.381,50.36,2,1,0,4.3,130,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6248356103897095
m_274552____18613144____15960396____15976314,Cc1cccc(C(C)NC(=O)CCC2CC(NC(=O)C(C)c3ccccc3)C2)c1,392.54,2.0,2.0,8.0,0,3,0.44,58.2,2,2,1,4.65,131,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6246117949485779
m_279130____28132064____28595586____28195894,CC(NC(=O)C(C)(C)c1cn(C2CCN(C)C2=O)nn1)c1ccccc1F,373.43,1.0,5.0,5.0,0,3,0.474,80.12,2,2,1,1.98,132,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6243995428085327
s_1458____21398222____486848,N#Cc1ccc(N2CCC(OC(=O)C3(CF)CC(=O)C3)C2=O)cc1,330.31,0.0,5.0,4.0,0,3,0.412,87.47,1,1,1,1.53,133,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6241599917411804
m_279130____28137296____28604090____28194460,CCN(CCc1cn(C2CCCNC2=O)nn1)C(=O)C(OC)C1CCCCC1,391.52,1.0,6.0,8.0,0,3,0.8,89.35,1,2,1,1.72,134,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6237779855728149
m_276010____17281786____17272710____24752096,COc1ccccc1C(C)(C)n1cc(COc2cccc(NC(=O)C3CCCCN3C(C)=O)c2)nn1,491.59,1.0,7.0,8.0,0,4,0.407,98.58,3,1,1,3.99,135,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6235267519950867
s_1458____3391394____6507828,CC(C)N1CCCC(OC(=O)Cc2ccccc2Br)C1=O,354.24,0.0,3.0,4.0,0,2,0.5,46.61,1,1,1,2.93,136,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6225797533988953
s_275550____17775776____16730672____28842110,CC(C)N1CCC(N(Cc2ccccc2OCC2CC2)C(=O)c2ccccc2)C1=O,406.53,0.0,3.0,8.0,0,4,0.44,49.85,2,1,1,4.13,137,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6223640441894531
m_274860____17160054____17196390____17179840,O=C1CCC(NC(=O)c2ccc(-n3cc(-c4ccc5cccnc5c4)nn3)cc2)CCN1,426.48,2.0,6.0,4.0,0,5,0.208,101.8,4,1,1,2.88,138,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6218249201774597
m_279130____28136930____28191568____28194460,CC(Cc1cn(C2CCCNC2=O)nn1)NC(=O)c1ccc2c(c1)CC(=O)N2,382.42,3.0,6.0,5.0,0,4,0.421,118.01,2,2,1,0.58,139,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6217615008354187
m_279130____28107770____28139508____28194228,CC1(C)CC(Cn2cc(CCN3CCC(C(=O)N4CCCC(NC(=O)C5CC5)C4)CC3)nn2)NC1=O,499.66,2.0,7.0,8.0,0,5,0.808,112.46,1,2,1,0.96,140,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6214127540588379
m_279130____28136810____28154724____28195786,CN1CCC(CC(=O)NC2CC3(CCC(c4cn(-c5cccc(O)c5)nn4)CC3)C2)C1=O,437.54,2.0,6.0,5.0,0,5,0.583,100.35,2,1,1,2.76,141,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6213992238044739
m_279130____28137396____28147316____28194094,CN1CC(C(=O)N(Cc2ccc(F)cc2)Cc2cn(CC3(O)CCNCC3)nn2)NC1=O,445.5,3.0,7.0,7.0,0,4,0.524,115.62,2,1,1,0.08,142,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6204715371131897
s_2708____12875754____910570,COc1cccc(NC(=O)CN(C)C(=O)NC2CCOC2=O)c1,321.33,2.0,5.0,5.0,0,2,0.4,96.97,1,1,0,0.59,143,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6204684376716614
m_276010____17282488____17268700____24750366,O=C1CCCC(c2ccc(C(=O)N(CCCn3cc(-c4cc5ccccc5[nH]4)nn3)C3CC3)cc2)N1,482.59,2.0,5.0,8.0,0,6,0.357,95.91,4,1,1,4.46,144,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6202911138534546
m_279130____28125436____28139584____28194320,CN1CCC(NC(=O)c2ccc(OCc3cn(CCC#N)nn3)cc2)C1=O,368.4,1.0,7.0,7.0,0,3,0.389,113.14,2,1,1,0.73,145,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6202471256256104
m_276010____24754138____17262592____24750424,Cc1cccc(-c2cn(CC(C)NC(=O)CN3CCC(c4ccccc4)NC3=O)nn2)c1C,446.56,2.0,5.0,7.0,0,4,0.36,92.15,3,2,1,3.22,146,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6198795437812805
m_275592____25034718____14141708____14134398,CN1CCC(C(=O)NC2Cc3ccccc3C2NC(=O)C(C)(C)C2CCCCC2)CC1=O,439.6,2.0,3.0,5.0,0,4,0.654,78.51,1,3,1,3.36,147,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.619853675365448
s_2708____4556484____29308440,CC(C)(C)OC(=O)NC1CCOCC1NC(=O)NC1CCN(c2ccccc2)C1=O,418.49,3.0,5.0,4.0,0,3,0.571,109.0,1,3,1,1.77,148,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6198319792747498
m_274860____24688470____15234896____23179336,CN1CCC(NC(=O)c2ccc(Cn3cc(-c4ccccc4C(F)(F)F)nn3)o2)CC1=O,447.42,1.0,6.0,5.0,0,4,0.333,93.26,3,1,1,2.96,149,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6196940541267395
m_279130____28593176____28139520____28194012,CN1OCC(NC(=O)CCc2cccc(-c3cn(C4CCCCC4N)nn3)c2)C1=O,412.49,2.0,7.0,6.0,0,4,0.524,115.37,2,3,0,1.21,150,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.619510293006897
s_269946____16608260____21446484,O=C(O)c1cc(Br)cc(N2CCC(NC(=O)c3cccc4c3OCCC4)C2=O)c1,459.3,2.0,4.0,4.0,0,4,0.286,95.94,2,1,1,3.01,151,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.619261622428894
m_279130____28083734____28139630____28194274,CC(N)Cn1cc(COc2cccc(C(=O)NC3CCN(C4CC4)C3=O)c2)nn1,398.47,2.0,7.0,8.0,0,4,0.5,115.37,2,2,1,0.7,152,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6192307472229004
s_1458____15612696____15140198,CC1(C)Cc2cccc(CC(=O)OC3CCN(c4ccc(Br)cc4)C3=O)c2O1,444.32,0.0,4.0,4.0,0,4,0.364,55.84,2,1,1,4.05,153,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6189350485801697
s_44____11983672____8377554,COC(C)CNC1CCCN(c2ccc(C#N)cc2)C1=O,287.36,1.0,4.0,5.0,0,2,0.5,65.36,1,2,1,1.68,154,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6187092065811157
s_240690____7365188____12227866,COc1ccc(CN2CCC(NC(=O)CC(C)N)C2=O)cc1,305.38,2.0,4.0,6.0,0,2,0.5,84.66,1,2,1,0.65,155,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6185598969459534
m_274552____23521860____24996032____13454012,CN1CCC(NC(=O)CC2CC(NC(=O)c3ccccc3O)C2)C1=O,345.4,3.0,4.0,5.0,0,3,0.5,98.74,1,1,0,0.64,156,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6180194020271301
s_240690____17028170____7762304,N#Cc1ccc(CN2CCC(NC(=O)CNC3CC3)C2=O)cc1,312.37,2.0,4.0,6.0,0,3,0.471,85.23,1,1,1,0.53,157,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6178561449050903
s_11____7920430____22135340,O=C(NC1CCCN(Cc2ccccc2)C1=O)C1Cc2ccccc2CO1,364.44,1.0,3.0,4.0,0,4,0.364,58.64,2,2,1,2.44,158,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6173746585845947
m_283351____29887946____29862200____29876100,CCC(CC)N1CC(C(=O)N(C2CC2)C2(CN3Cc4cc(O)ccc4C3=O)COC2)CC1=O,455.56,1.0,5.0,8.0,0,5,0.64,90.39,1,1,1,2.15,159,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6170949935913086
s_44____30211090____12428026,CNC(=O)c1cc(Oc2cc(NC(C)C(=O)NC(C)c3ccccc3)ccc2C)ccn1,432.52,3.0,5.0,8.0,0,3,0.24,92.35,3,2,1,4.22,160,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6169889569282532
m_274860____15213926____17196330____12656012,CC(C)(C)N1CC(NC(=O)c2cncc(-n3cc(C(=O)c4ccccc4)nn3)c2)CC1=O,432.48,1.0,7.0,5.0,0,4,0.304,110.08,3,1,1,2.02,161,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6169430613517761
m_274552____23521990____13731340____15978078,CC(NC(=O)CC1CC(NC(=O)c2ccncc2O)C1)c1ccccc1,353.42,3.0,4.0,6.0,0,3,0.35,91.32,2,1,0,2.56,162,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6168918013572693
m_279130____28137180____28152436____28194014,CN1CC(C(=O)N2CCN(c3cccc(-c4cn(C5COC6(CCNCC6)C5)nn4)c3)CC2)NC1=O,494.6,2.0,8.0,4.0,0,6,0.6,107.86,2,2,1,0.7,163,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6167423129081726
m_274860____17144820____24655834____15233934,CC1COCCN1Cc1cn(-c2cccc(CNC(=O)CC3C=NN(C)C3=O)c2)nn1,425.49,1.0,8.0,7.0,0,4,0.476,104.95,2,2,1,0.57,164,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6165781617164612
m_279130____28101518____28139444____28195846,CC(C)(C)N1CC(NC(=O)c2cc(-c3cn(-c4ccc5c(c4)CCC5)nn3)ccn2)CC1=O,444.54,1.0,6.0,4.0,0,5,0.4,93.01,3,1,1,2.95,165,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6164652109146118
m_274552____14900056____24998246____15983018,CN1CCC(NC(=O)C23CC(C)(CN2C(=O)c2ccncc2N)C3)CC1=O,371.44,2.0,5.0,3.0,0,5,0.579,108.63,1,1,1,0.4,166,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6162012815475464
s_1626____22034496____22114328,CC(NC(=O)C1CCCN1C(=O)c1ccccc1)C(C)(C)c1ccccc1,364.49,1.0,2.0,5.0,0,3,0.391,49.41,2,2,1,3.77,167,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6157218217849731
m_274860____17152518____15234906____23178438,COc1cccc(-c2cn(Cc3ccc(C(=O)NC4CCN(C5CCC5)C4=O)cc3)nn2)c1OC,475.55,1.0,7.0,8.0,0,5,0.385,98.58,3,1,1,2.89,168,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6156679391860962
m_276010____17282612____13624176____24752034,CCN1CCCC(n2cc(-c3ccc4c(c3)N(C(=O)C3CC(C)C3)CC4)nn2)C1=O,407.52,0.0,5.0,4.0,0,5,0.565,71.33,2,1,1,3.06,169,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6154257655143738
m_274860____17174686____17196388____12655896,Cc1cccc(N2CCC(NC(=O)c3cccc(-n4cc(-c5cnn(C)c5)nn4)c3)C2=O)c1,441.5,1.0,7.0,5.0,0,5,0.208,97.94,4,1,1,2.51,170,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6152815222740173
m_274860____17153042____17191386____23179634,CCN1CC(CNC(=O)c2cccc(Cn3cc(-c4cnn(C5CCC5)c4)nn3)c2)CC1=O,447.54,1.0,7.0,8.0,0,5,0.458,97.94,3,1,1,2.51,171,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6152602434158325
m_274860____24688470____12536600____23179192,CN1CCC(NC(=O)Cn2cc(-c3ccc4occc(=O)c4c3)nn2)CC1=O,381.39,1.0,7.0,4.0,0,4,0.316,110.33,3,1,1,0.79,172,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6152580976486206
s_22____27068678____11410628,Cn1nccc1C(C)(C)CNC(=O)CN1CCCCC(OCc2ccccc2)C1=O,412.53,1.0,5.0,8.0,0,3,0.522,76.46,2,1,1,2.41,173,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6151679158210754
s_240690____7365188____25121622,COc1ccc(CN2CCC(NC(=O)CC3(c4ccon4)CCNCC3)C2=O)cc1,412.49,2.0,6.0,7.0,0,4,0.5,96.7,2,1,1,1.61,174,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6147192120552063
s_1458____25937870____4968654,CC(C)(O)Cc1cccc(C(=O)OC2CCCN(c3ccccc3)C2=O)c1,367.44,1.0,4.0,5.0,0,3,0.364,66.84,2,1,1,3.35,175,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6146712899208069
m_11____9162662____25923498,CC(C)(C)OC(=O)NC(CC(=O)N1CCCC1)C(=O)NC1CCCN(C2CCCCC2)C1=O,464.61,2.0,5.0,6.0,0,3,0.833,108.05,0,2,1,2.33,176,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6146524548530579
m_274552____23522596____24996032____15974232,CN1CCC(NC(=O)C2(C)CN(C(=O)CCc3ccncc3)C2)C1=O,344.42,1.0,4.0,5.0,0,3,0.556,82.61,1,1,0,0.21,177,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6145803332328796
s_11____15103136____22009168,CC(NC(=O)CCC(=O)c1ccncc1)c1ccc(Br)cc1,361.24,1.0,3.0,6.0,0,2,0.235,59.06,2,1,0,3.68,178,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6145622134208679
s_1458____19620204____21997140,CC(NC(=O)COC(=O)c1ccc2c(c1)C(=O)CCC2)c1ccccc1,351.4,1.0,4.0,5.0,0,3,0.286,72.47,2,1,0,3.24,179,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6143954992294312
s_275550____17775776____16730614____28843072,CC(C)N1CCC(N(Cc2cccc3c2OCCCO3)C(=O)c2ccc(F)cc2)C1=O,426.49,0.0,4.0,5.0,0,4,0.417,59.08,2,1,1,3.64,180,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6143156886100769
m_274552____23522666____15971002____22609896,CCC(NC(=O)C(C)(C)NC(=O)c1ccccc1C#N)c1ccccc1,349.43,2.0,3.0,6.0,0,2,0.286,81.99,2,1,0,3.33,181,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6141197085380554
m_274860____15213368____17196330____23178550,CN1CC(NC(=O)c2cncc(-n3cc(-c4ccc5c(c4)CCO5)nn3)c2)CC1=O,404.43,1.0,7.0,4.0,0,5,0.286,102.24,3,1,1,1.23,182,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6139838099479675
m_279130____28082280____28139630____28195894,CN1CCC(n2cc(COc3cccc(C(=O)NC4CCCCC4CO)c3)nn2)C1=O,427.5,2.0,7.0,7.0,0,4,0.545,109.58,2,3,1,1.54,183,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6139065623283386
m_274552____24795520____25003696____13453908,O=C(NC(Cc1ccccc1Br)C(=O)NC1CCOC1=O)c1cccc(F)c1,449.28,2.0,4.0,6.0,0,3,0.25,84.5,2,2,0,2.36,184,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6134604811668396
s_22____10969986____27069284,CN(C(=O)OCc1ccccc1)C1(C(=O)NC2CCN(c3ccc(F)cc3)C2=O)COC1,441.46,1.0,5.0,6.0,0,4,0.348,88.18,2,1,1,2.08,185,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6134291887283325
m_274552____23521860____13731338____13453892,CC(NC(=O)CC1CC(NC(=O)c2ccccc2F)C1)c1ccccc1,354.43,2.0,2.0,6.0,0,3,0.333,58.2,2,1,0,3.6,186,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6132465600967407
s_11____25794342____26278548,CN(C(=O)CN1CCCC(NC(=O)OC(C)(C)C)C1=O)c1cccc(OC(F)F)c1,427.45,1.0,5.0,6.0,0,2,0.55,88.18,1,1,1,2.77,187,ALPHA_SYNC_CRBN,Alpha-synuclein,CRBN,4347,0.6131017208099365
