id,smiles,mw,hbd,hba,rot_bonds,net_charge,ring_count,fsp3,tpsa,aromatic_rings,total_stereo,undefined_stereo,logp,context,target_name,effector_name,ligand_mse,ligand_score,rank
s_2624____28476848____27216666,Cc1ncc(OC(C)C(=O)N2CCCCCC2)c(C)c1Br,355.28,0.0,3.0,3.0,0,2,0.625,42.43,1,1,1,3.63,KRAS_G12D_VHL,KRAS G12D,VHL,0.6524785161018372,-0.6524785161018372,4695
s_2624____27267396____10673904,COc1ccc(-n2ccn(CCC3CCCCO3)c2=O)cc1,302.37,0.0,5.0,5.0,0,3,0.471,45.39,2,1,1,2.61,KRAS_G12D_VHL,KRAS G12D,VHL,0.652478814125061,-0.652478814125061,4696
m_282030____21910742____28991018____21953240,Cc1cnc(N(C)CCCO)nc1NC(C)CCO,268.36,3.0,6.0,8.0,0,1,0.692,81.51,1,1,1,0.79,KRAS_G12D_VHL,KRAS G12D,VHL,0.6524841785430908,-0.6524841785430908,4697
s_274370____25877072____25887782,CC(=O)N1CCC(N(C)CC=Cc2ccc(C(=O)O)cc2)C1,302.37,1.0,3.0,5.0,0,2,0.412,60.85,1,1,1,1.95,KRAS_G12D_VHL,KRAS G12D,VHL,0.6524888873100281,-0.6524888873100281,4698
m_283090____29081030____28395432____28395364,CNC(=O)C1(c2ccc(C)cc2)CCC(=O)N1C(C)CF,292.35,1.0,2.0,4.0,0,2,0.5,49.41,1,2,1,1.92,KRAS_G12D_VHL,KRAS G12D,VHL,0.6524954438209534,-0.6524954438209534,4699
s_273712____13497684____22607000,Cc1ccc(-c2cccc(C(C)(O)C(=O)O)c2)c(C)c1,270.33,2.0,2.0,3.0,0,2,0.235,57.53,2,1,1,3.26,KRAS_G12D_VHL,KRAS G12D,VHL,0.6524972915649414,-0.6524972915649414,4700
s_271570____13286660____28539480,Cc1cc(C(C)N)ccc1-c1cnn(C2CCCCO2)n1,286.38,1.0,5.0,3.0,0,3,0.5,65.96,2,2,1,2.97,KRAS_G12D_VHL,KRAS G12D,VHL,0.6524975895881653,-0.6524975895881653,4701
s_282730____26107616____26279898____26153884,CCC(C)Nc1c(-c2ccc(C)o2)nc2c(C)cc(C)cn12,297.4,1.0,4.0,4.0,0,3,0.389,42.47,3,1,1,4.73,KRAS_G12D_VHL,KRAS G12D,VHL,0.6524977684020996,-0.6524977684020996,4702
s_11____23795978____22137932,O=C(NCC=CBr)c1ccc(OC2CCCCO2)cc1F,358.21,1.0,3.0,5.0,0,2,0.4,47.56,1,1,1,3.37,KRAS_G12D_VHL,KRAS G12D,VHL,0.6524995565414429,-0.6524995565414429,4703
s_271570____28266170____28552062,O=C1CC(c2ccc(-c3ccc(CCO)cc3)c(F)c2)CN1,299.35,2.0,2.0,4.0,0,3,0.278,49.33,2,1,1,2.63,KRAS_G12D_VHL,KRAS G12D,VHL,0.6524995565414429,-0.6524995565414429,4703
s_276436____14083908____14107338,O=C1CCC(COC(=O)C2Cc3ccccc3CO2)CN1,289.33,1.0,4.0,3.0,0,3,0.5,64.63,1,2,1,1.2,KRAS_G12D_VHL,KRAS G12D,VHL,0.652499794960022,-0.652499794960022,4705
m_274079____29715628____29960284,CN(C)CCC(=O)NC(C1CCCCC1)C(O)C(=O)O,286.37,3.0,4.0,7.0,0,1,0.857,89.87,0,2,0,0.45,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525024771690369,-0.6525024771690369,4706
s_2624____818708____27221348,CCc1nnc(C(C)Oc2ccc(C3CCCCC3)cc2)o1,300.4,0.0,4.0,5.0,0,3,0.556,48.15,2,1,1,4.82,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525054574012756,-0.6525054574012756,4707
s_240690____24642080____24777984,CC(=O)c1ccc(C(=O)NC2CCOC23CNC3)cc1O,290.32,3.0,5.0,3.0,0,3,0.467,87.66,1,1,1,0.46,KRAS_G12D_VHL,KRAS G12D,VHL,0.65250563621521,-0.65250563621521,4708
s_7____15248240____300664,CCOC(=O)c1ccc(SCC(O)c2ccc(Cl)cc2)cc1,336.84,1.0,4.0,6.0,0,2,0.235,46.53,2,1,1,4.34,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525056958198547,-0.6525056958198547,4709
s_207____26287820____109751,COc1cccc(CNc2ccc(C(C)O)cc2)c1,257.33,2.0,3.0,5.0,0,2,0.25,41.49,2,1,1,3.36,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525143980979919,-0.6525143980979919,4710
s_2624____31214864____27217608,Nc1nnc(-c2ccc(OCCC3CCCC3=O)cc2)s1,303.39,1.0,6.0,5.0,0,3,0.4,78.1,2,1,1,2.92,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525149941444397,-0.6525149941444397,4711
s_271570____13411778____28621532,CC(O)c1cc2ccccc2nc1-c1ccn(C)n1,253.31,1.0,4.0,2.0,0,3,0.2,50.94,3,1,1,2.69,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525153517723083,-0.6525153517723083,4712
s_2624____27266804____30237382,Cc1ccc(CC(O)Cn2cnc3nn(C)cc3c2=O)cc1,298.35,1.0,6.0,4.0,0,3,0.312,72.94,3,1,1,1.04,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525261998176575,-0.6525261998176575,4713
s_240690____7351622____19725350,Cc1ccc(CC(N)CC(=O)Nc2ccc(F)cc2C)cc1,300.38,2.0,2.0,5.0,0,2,0.278,55.12,2,1,0,3.34,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525309681892395,-0.6525309681892395,4714
m_282512____24293046____24202718,CC(O)CCc1cn(-c2ccccc2CN(C)C)nn1,274.37,1.0,5.0,6.0,0,2,0.467,54.18,2,1,1,1.64,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525323987007141,-0.6525323987007141,4715
m_282155____37923072____29606060____26901630,Oc1ccc(CN(CCC(O)CF)CC2CCCCS2)cn1,328.45,2.0,5.0,8.0,0,2,0.688,56.59,1,2,1,2.6,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525324583053589,-0.6525324583053589,4716
s_271570____12888876____24861042,CCn1cc(-c2ccccc2CN2CCCCC2)c(N)n1,284.41,1.0,4.0,4.0,0,3,0.471,47.08,2,0,0,3.14,KRAS_G12D_VHL,KRAS G12D,VHL,0.652534544467926,-0.652534544467926,4717
s_282070____22254458____22151046,COC(=O)NC1(C(O)c2ccc(F)cc2)CCCCC1,281.33,2.0,3.0,3.0,0,2,0.533,58.56,1,1,1,2.92,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525353193283081,-0.6525353193283081,4718
s_7____5136778____27351914,NS(=O)(=O)CCCC(O)CSc1ncccc1Br,355.28,2.0,5.0,7.0,0,1,0.5,93.28,1,1,1,1.37,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525436639785767,-0.6525436639785767,4719
m_282512____24324704____24219752,CCC(C)(C)Cn1cc(COc2ccc(C(C)O)cc2)nn1,303.41,1.0,5.0,7.0,0,2,0.529,60.17,2,1,1,3.35,KRAS_G12D_VHL,KRAS G12D,VHL,0.652549147605896,-0.652549147605896,4720
m_273584____30875318____28795650,Cc1cc(-c2ccc(C3CNCC3(F)F)cc2)ncc1O,290.31,2.0,3.0,2.0,0,3,0.312,45.15,2,1,1,3.08,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525524854660034,-0.6525524854660034,4721
s_271570____28265284____24859982,CSc1ccc(-c2cn[nH]c2C2CCCNC2)c(C)c1,287.43,2.0,3.0,3.0,0,3,0.438,40.71,2,1,1,3.57,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525530815124512,-0.6525530815124512,4722
s_11____25798026____3219700,O=C1CN(C(=O)CC2OCCc3ccsc32)c2cccnc2N1,329.38,1.0,5.0,2.0,0,4,0.312,71.53,2,1,1,2.13,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525622010231018,-0.6525622010231018,4723
s_271302____8902670____25549864,CCc1ccc(-c2ccc(CN(C)C(C)CN)o2)cc1,272.39,1.0,3.0,6.0,0,2,0.412,42.4,2,1,1,3.29,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525636911392212,-0.6525636911392212,4724
s_273584____28245064____28795074,COC(=O)C(N)CC=Cc1cncc2ccc(C)cc12,270.33,1.0,4.0,4.0,0,2,0.25,65.21,2,1,0,2.45,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525657176971436,-0.6525657176971436,4725
s_271570____28267040____23853282,CCC(C)C=Cc1nc(C(=O)OC)c2ccccn12,258.32,0.0,4.0,4.0,0,2,0.333,43.6,2,1,1,3.18,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525670289993286,-0.6525670289993286,4726
s_7____18317384____27940968,Oc1cccc(CSCC(O)c2ccc(Cl)cc2Cl)c1,329.25,2.0,3.0,5.0,0,2,0.2,40.46,2,1,1,4.67,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525670289993286,-0.6525670289993286,4726
s_2624____27222202____27376202,Cc1noc(C)c1-c1ccc(OC(C)c2ccncc2)cc1,294.35,0.0,4.0,4.0,0,3,0.222,48.15,3,1,1,4.49,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525683403015137,-0.6525683403015137,4728
s_207____135569____11555918,COc1ccc(C(C)NCc2cnc(N)nc2N)cc1Br,352.24,3.0,6.0,5.0,0,2,0.286,99.08,2,1,1,2.26,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525694131851196,-0.6525694131851196,4729
s_271570____10128394____13651988,CC1CCC(=O)c2cc(-c3ccc(C#N)c(Cl)c3)ccc21,295.77,0.0,2.0,1.0,0,3,0.222,40.86,2,1,1,4.96,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525722742080688,-0.6525722742080688,4730
s_271570____28264962____28620562,NC(CO)c1cccc(-c2cccc(C3(O)CCOC3)c2)c1,299.37,3.0,4.0,4.0,0,3,0.333,75.71,2,2,1,1.95,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525728702545166,-0.6525728702545166,4731
s_2624____27218906____27386312,CC(C)CCC(O)COc1ccccc1Oc1ccccn1,301.39,1.0,4.0,8.0,0,2,0.389,51.58,2,1,1,4.05,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525776386260986,-0.6525776386260986,4732
m_240690____8991806____19725884,NCC1CN(C(=O)C(N)CCC2CCCCC2)CCO1,283.42,2.0,4.0,5.0,0,2,0.933,81.58,0,2,1,0.86,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525838971138,-0.6525838971138,4733
s_276436____14079604____14094738,COc1ccc(C(C)C(=O)OC(C)c2ccco2)cc1,274.32,0.0,4.0,5.0,0,2,0.312,48.67,2,2,1,3.7,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525886654853821,-0.6525886654853821,4734
m_274552____23522740____24998868____13454014,CCC(C)C(=O)NC(CCC(=O)N1CCCO1)C(C)C,284.4,1.0,3.0,7.0,0,1,0.867,58.64,0,2,1,2.12,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525894403457642,-0.6525894403457642,4735
s_273712____12012930____22866052,O=C(O)C(c1cccc(-c2ccc(CO)cc2)c1)C1CCC1,296.37,2.0,2.0,5.0,0,3,0.316,57.53,2,1,1,3.81,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525924801826477,-0.6525924801826477,4736
s_271570____15533402____28616360,CC(C)C(N)c1cccc(-c2cc(Cl)cc(C#N)c2)c1,284.79,1.0,2.0,3.0,0,2,0.235,49.81,2,1,1,4.53,KRAS_G12D_VHL,KRAS G12D,VHL,0.6525945663452148,-0.6525945663452148,4737
m_281630____21611906____21618128____27246250,N#CCCn1nnnc1C(Nc1ccccc1)c1ccno1,295.31,1.0,8.0,6.0,0,3,0.214,105.45,3,1,1,1.78,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526095271110535,-0.6526095271110535,4738
s_2230____11949564____30154084,COc1ccc(CN(C)CC(O)COc2ccccc2)cn1,302.37,1.0,5.0,8.0,0,2,0.353,54.82,2,1,0,1.96,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526107788085938,-0.6526107788085938,4739
s_271570____28267148____15414058,Cn1cnnc1-c1ccc(C=CC2CCCCC2)cn1,268.36,0.0,4.0,3.0,0,3,0.438,43.6,2,0,0,3.47,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526188254356384,-0.6526188254356384,4740
m_271570____16463726____18895852,CCC1OC(=O)c2cc(C3=C(C)C(=O)CCC3)ccc21,270.33,0.0,3.0,2.0,0,3,0.412,43.37,1,1,1,3.83,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526215076446533,-0.6526215076446533,4741
s_207____9405390____26206606,Cc1ccc(C(O)CNCc2c(Cl)cc(CO)cc2Cl)cc1,340.25,3.0,3.0,6.0,0,2,0.294,52.49,2,1,0,3.62,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526235938072205,-0.6526235938072205,4742
s_2624____27233030____27217252,CCCNC(=O)C(C)Oc1cc(C(=O)OC)cc2ccsc12,321.4,1.0,5.0,6.0,0,2,0.375,64.63,2,1,1,2.98,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526241302490234,-0.6526241302490234,4743
s_240690____21566430____24777148,NC1CCCCC1C(=O)NC(c1ccccc1)c1ccco1,298.39,2.0,3.0,4.0,0,3,0.389,68.26,2,3,1,3.0,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526293754577637,-0.6526293754577637,4744
s_271570____28264260____24877358,NC1CCc2sc(-c3c(Cl)ccc(F)c3CO)cc21,297.78,2.0,3.0,2.0,0,3,0.286,46.25,2,1,1,3.65,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526334881782532,-0.6526334881782532,4745
s_271570____21397488____28847016,N#CCCc1cccc(-c2cccc(NC3CCNC3)c2)c1,291.4,2.0,3.0,5.0,0,3,0.316,47.85,2,1,1,3.58,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526400446891785,-0.6526400446891785,4746
s_271570____21200934____21744374,COc1c(-c2cccc3c2OC(CO)CN3)ccc(C)c1C,299.37,2.0,4.0,3.0,0,3,0.333,50.72,2,1,1,3.14,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526406407356262,-0.6526406407356262,4747
s_273610____18799644____11516224,Cc1nc(CNCC(O)c2ccccc2Br)c2ccccn12,360.25,2.0,4.0,5.0,0,3,0.235,49.56,3,1,1,3.23,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526563763618469,-0.6526563763618469,4748
s_271570____28265136____28719810,Cc1nsc2cc(-c3ccc(CC(N)CO)c(Cl)c3)ccc12,332.86,2.0,4.0,4.0,0,3,0.235,59.14,3,1,1,3.79,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526575684547424,-0.6526575684547424,4749
s_271570____20054156____12888882,O=C1CCc2cc(-c3ccc4c(c3)CCC4O)c(F)cc2N1,297.33,2.0,2.0,1.0,0,4,0.278,49.33,2,1,0,3.36,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526720523834229,-0.6526720523834229,4750
s_2624____27219098____27216996,CC(Oc1cccc2c1OCO2)C(=O)NC1CCCC1,277.32,1.0,4.0,4.0,0,3,0.533,56.79,1,1,1,2.24,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526739001274109,-0.6526739001274109,4751
s_2624____818858____27390736,CC(=O)C(F)CCOc1ccccc1C(=O)N1CCOCC1,309.34,0.0,4.0,6.0,0,2,0.5,55.84,1,1,1,1.85,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526812314987183,-0.6526812314987183,4752
s_27____1111910____18185556,Nc1nc(NCC2Cc3ccccc32)cc(C2CC2)n1,266.35,2.0,4.0,4.0,0,4,0.375,63.83,2,1,1,2.69,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526824831962585,-0.6526824831962585,4753
m_240690____7347326____21393946,NC1COCc2cc(C(=O)N3CCNCC3)ccc21,261.32,2.0,4.0,1.0,0,3,0.5,67.59,1,1,0,0.26,KRAS_G12D_VHL,KRAS G12D,VHL,0.652685821056366,-0.652685821056366,4754
s_2624____27268876____27390536,CC(=O)C(O)Cn1ccn(-c2cccc(Br)c2)c1=O,325.16,1.0,5.0,4.0,0,2,0.231,64.23,2,1,1,1.35,KRAS_G12D_VHL,KRAS G12D,VHL,0.6526861190795898,-0.6526861190795898,4755
m_274552____19647250____15956128____15974578,COc1ccc(C(=O)NC(C)C(=O)NC2CC2(C)C)o1,280.32,2.0,4.0,5.0,0,2,0.571,80.57,1,2,1,1.32,KRAS_G12D_VHL,KRAS G12D,VHL,0.652698278427124,-0.652698278427124,4756
s_271570____9176318____28541054,COCc1ccc(-c2cccn3cc(C(C)N)nc23)cc1F,299.35,1.0,4.0,4.0,0,3,0.235,52.55,3,1,1,3.31,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527068018913269,-0.6527068018913269,4757
s_273712____28736344____19743878,COc1cc(-c2ccc(C(C)C(=O)O)cc2F)cnc1N,290.29,2.0,4.0,4.0,0,2,0.2,85.44,2,1,1,2.67,KRAS_G12D_VHL,KRAS G12D,VHL,0.652710497379303,-0.652710497379303,4758
s_271570____28266596____21744610,CC(O)c1ccncc1-c1cccc(C(C)(C)O)c1,257.33,2.0,3.0,3.0,0,2,0.312,53.35,2,1,0,3.03,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527113914489746,-0.6527113914489746,4759
m_282151____27581276____25183764____25241802,CCC(=O)N(CC=Cc1ccc(F)cc1)CC(O)CC,279.36,1.0,2.0,7.0,0,1,0.438,40.54,1,1,0,2.85,KRAS_G12D_VHL,KRAS G12D,VHL,0.652712345123291,-0.652712345123291,4760
s_207____15258570____15309752,COc1ccccc1C=CCNC(CO)C(C)O,251.33,3.0,4.0,7.0,0,1,0.429,61.72,1,2,0,1.04,KRAS_G12D_VHL,KRAS G12D,VHL,0.652716875076294,-0.652716875076294,4761
m_527____10117744____156145,O=C(NC(CO)CN1CCCCC1)C1CCCCC1,268.4,2.0,3.0,5.0,0,2,0.933,52.57,0,1,1,1.53,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527296900749207,-0.6527296900749207,4762
s_11____25799076____53480,CC(C)(O)C(CC1CCCCC1)NC(=O)c1ccc(Cl)cc1,323.86,2.0,2.0,5.0,0,2,0.611,49.33,1,1,0,4.18,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527357697486877,-0.6527357697486877,4763
s_271302____22975480____25569310,NC1CCC(NCc2ccc(-c3ccco3)cc2)C1,256.35,2.0,3.0,4.0,0,3,0.375,51.19,2,2,0,2.92,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527364253997803,-0.6527364253997803,4764
s_11____25836392____22009614,CC(O)CCN(C)C(=O)c1ccc(C2CC(=O)C2(C)C)cc1,303.4,1.0,3.0,5.0,0,2,0.556,57.61,1,2,1,2.61,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527385115623474,-0.6527385115623474,4765
s_7____27064436____27362822,CC1(C)CC(=O)OC1Cn1cnn(Cc2ccccc2)c1=O,301.35,0.0,6.0,4.0,0,3,0.438,66.12,2,1,1,1.44,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527450680732727,-0.6527450680732727,4766
m_282030____21919696____23157412____21951080,Cc1nc(NC(C)CCC(C)C)cc(N2CCOCC2)n1,292.43,1.0,5.0,6.0,0,2,0.75,50.28,1,1,1,2.86,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527520418167114,-0.6527520418167114,4767
s_240690____7351014____26979412,NC(c1ccc(C(=O)Nc2ccc(F)cc2F)cc1)C1CC1,302.32,2.0,2.0,4.0,0,3,0.235,55.12,2,1,0,3.63,KRAS_G12D_VHL,KRAS G12D,VHL,0.652754545211792,-0.652754545211792,4768
s_271570____17309816____28551800,CC(C)(C)OC(=O)NCc1cnccc1C=CC1CCCC1,302.42,1.0,3.0,4.0,0,2,0.556,51.22,1,0,0,4.31,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527564525604248,-0.6527564525604248,4769
s_271570____28266006____28620562,CNC(=O)Cc1cccc(-c2cccc(C(N)CO)c2)c1,284.36,3.0,3.0,5.0,0,2,0.235,75.35,2,1,0,1.63,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527565717697144,-0.6527565717697144,4770
s_7____26867318____34935012,CCC(=O)c1cccc(OC(CC)C(=O)c2ccc(F)cc2)c1,314.36,0.0,3.0,7.0,0,2,0.263,43.37,2,1,1,4.46,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527584791183472,-0.6527584791183472,4771
s_273712____28736614____12014370,O=C(O)c1ccc2cc(C=CC3CCCCC3)ccc2n1,281.36,1.0,2.0,3.0,0,3,0.333,50.19,2,0,0,4.53,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527601480484009,-0.6527601480484009,4772
s_271302____25647218____25492044,O=C(O)CCc1ccccc1NC1CNCC(O)C1,264.32,4.0,4.0,5.0,0,2,0.5,81.59,1,2,1,0.84,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527655720710754,-0.6527655720710754,4773
s_270166____17563406____17625352,NC1CC1Nc1nnc(-c2ccco2)cc1C(F)(F)F,284.24,2.0,5.0,3.0,0,3,0.333,76.97,2,2,0,2.27,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527670621871948,-0.6527670621871948,4774
s_240690____13598906____9111854,O=C1CC(CNC(=O)C2CNCCO2)c2ccccc2N1,289.33,3.0,4.0,3.0,0,3,0.467,79.46,1,2,1,0.22,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527721881866455,-0.6527721881866455,4775
m_274552____23414842____13185154____13453850,CCOc1cccc(NC(=O)CC(C)N(C)C(=O)CC)c1,292.38,1.0,3.0,7.0,0,1,0.5,58.64,1,1,0,2.67,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527780890464783,-0.6527780890464783,4776
m_188690____27072072____21803750,O=C(O)CCCC1CN(C(=O)CN2CCCCC2)CCO1,298.38,1.0,4.0,6.0,0,2,0.867,70.08,0,1,1,0.95,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527782082557678,-0.6527782082557678,4777
s_27____602580____25393422,Cc1cccc(-c2nnc(NC(C)Cc3ccco3)s2)c1,299.4,1.0,5.0,5.0,0,3,0.25,50.95,3,1,1,4.15,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527783274650574,-0.6527783274650574,4778
s_271302____25652748____19743800,CC(N)c1cccc(CNc2ccc(CNC(N)=O)cc2)c1,298.39,4.0,3.0,6.0,0,2,0.235,93.17,2,1,1,2.49,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527791023254395,-0.6527791023254395,4779
s_273610____11518796____11516408,CC(O)CNC(COc1ccccc1F)c1ccccc1,289.35,2.0,3.0,7.0,0,2,0.294,41.49,2,2,1,2.92,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527795195579529,-0.6527795195579529,4780
s_271302____14730666____25575766,CC1CCC(N)(CCN(C)C(CO)Cc2ccccc2)CC1,304.48,2.0,3.0,7.0,0,2,0.684,49.49,1,1,1,2.82,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527805924415588,-0.6527805924415588,4781
s_240690____10880374____19726080,NCc1ccc(CCC(=O)NC(CO)c2ccccc2)cc1,298.39,3.0,3.0,7.0,0,2,0.278,75.35,2,1,1,1.93,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527811884880066,-0.6527811884880066,4782
s_7____241744____27359152,CCCCC(O)CSc1nnc(C=Cc2ccc(C)o2)[nH]1,307.42,2.0,5.0,8.0,0,2,0.467,74.94,2,1,1,3.52,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527840495109558,-0.6527840495109558,4783
s_273712____15064036____21547574,COc1ccc(-c2ccc(F)cc2C(C)C(=O)O)cc1C,288.32,1.0,2.0,4.0,0,2,0.235,46.53,2,1,1,4.0,KRAS_G12D_VHL,KRAS G12D,VHL,0.652784526348114,-0.652784526348114,4784
m_271570____28263546____28550670,CNC(C(N)=O)c1cccc(-c2ccc3c(c2)OCCC3)c1,296.37,2.0,3.0,4.0,0,3,0.278,64.35,2,1,1,2.42,KRAS_G12D_VHL,KRAS G12D,VHL,0.6527916193008423,-0.6527916193008423,4785
m_274552____23522436____13184992____13453852,CC(=O)NC(C(=O)N(C)C1CCCCC1)C(C)(C)O,270.37,2.0,3.0,4.0,0,1,0.857,69.64,0,1,0,1.05,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528037190437317,-0.6528037190437317,4786
s_272430____26360036____26396574,COC1CCN(C(=O)CC(N)Cc2cccc(C#N)c2)CC1,301.39,1.0,4.0,5.0,0,2,0.529,79.35,1,1,0,1.46,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528051495552063,-0.6528051495552063,4787
s_7____8861122____27359028,N#Cc1cccn(CC(O)COCc2ccccc2Cl)c1=O,318.76,1.0,5.0,6.0,0,2,0.25,75.25,2,1,1,1.95,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528064608573914,-0.6528064608573914,4788
s_11____22183226____54541,Cc1ccc(C(=O)NCC2CCCCc3ccccc32)o1,283.37,1.0,2.0,3.0,0,3,0.389,42.24,2,1,1,3.83,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528077125549316,-0.6528077125549316,4789
s_271570____14468016____19894768,NC1CCCc2ccc(-c3cccc(-n4cnnn4)c3)cc21,291.36,1.0,5.0,2.0,0,4,0.235,69.62,3,1,0,2.67,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528156399726868,-0.6528156399726868,4790
s_270004____24177320____13205978,O=C1CN(CCOc2ccccc2)C(C(F)(F)F)CN1,288.27,1.0,3.0,4.0,0,2,0.462,41.57,1,1,1,1.43,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528162956237793,-0.6528162956237793,4791
s_2624____27233164____27378020,Cc1ncc(OC(C)c2cccc(C#N)c2)cc1Br,317.19,0.0,3.0,3.0,0,2,0.2,45.91,2,1,1,4.16,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528239846229553,-0.6528239846229553,4792
s_271570____31155244____14571870,COc1cc(-c2ccc(C(C)O)cc2C)cc(F)c1O,276.31,2.0,3.0,3.0,0,2,0.25,49.69,2,1,0,3.57,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528258323669434,-0.6528258323669434,4793
s_2230____29804962____5575048,COc1ccc(CN(CC2CCOCO2)C(C)CO)cc1,295.38,1.0,5.0,7.0,0,2,0.625,51.16,1,2,1,1.64,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528289914131165,-0.6528289914131165,4794
m_279392____26113976____28262552,CN1CCCC(CCOC(=O)C(O)CC(=O)O)C1,259.3,2.0,5.0,6.0,0,1,0.833,87.07,0,2,1,0.1,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528291702270508,-0.6528291702270508,4795
s_271570____9487608____28731182,COC1(c2cccc(-c3cccc(C#N)c3)c2)CCCNC1,292.38,1.0,3.0,3.0,0,3,0.316,45.05,2,1,1,3.45,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528298854827881,-0.6528298854827881,4796
s_271570____9487592____28721010,Cc1noc(C)c1-c1ccc(C(O)CN)c(F)c1,250.27,2.0,4.0,3.0,0,2,0.308,72.28,2,1,1,2.09,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528328061103821,-0.6528328061103821,4797
s_282730____26108052____26273298____31847116,CCc1c(Br)ccc2nc(CC(C)(C)C)c(NCC(C)O)n12,368.32,2.0,4.0,5.0,0,2,0.588,49.56,2,1,1,4.04,KRAS_G12D_VHL,KRAS G12D,VHL,0.6528344750404358,-0.6528344750404358,4798
s_271570____22543664____28511032,CCc1cc(-c2nncc3ccoc23)n(C2CCCCO2)n1,298.35,0.0,6.0,3.0,0,4,0.438,65.97,3,1,1,3.35,KRAS_G12D_VHL,KRAS G12D,VHL,0.652839183807373,-0.652839183807373,4799
