TPD ID,TPD NAME,PubChem synonyms,SMILES,Subtype,Fomula,Target Symbol,Target ID,Ligase,Source
TPD-NTC26C,Dexrazoxane,"Dexrazoxane; 24584-09-6; ICRF-187; Dextrorazoxane; Dexrazoxano; Dexrazoxanum; ADR-529; ADR 529; Razoxane, d-; (+)-(S)-4,4'-Propylenedi-2,6-piperazinedione; 4-[(2S)-2-(3,5-dioxopiperazin-1-yl)propyl]piperazine-2,6-dione; ICRF 187; Razoxane, (s)-; NSC-169780; (+)-1,2-Bis(3,5-dioxo-1-piperazinyl)propane; NSC 169780; CHEBI:50223; NSC169780; 048L81261F; 2,6-Piperazinedione, 4,4'-(1-methyl-1,2-ethanediyl)bis-, (+)-; 4-[(2S)-1-(3,5-dioxopiperazin-1-yl)propan-2-yl]piperazine-2,6-dione; ADR529; Hydrochloride, Dexrazoxane; ICRF187; 4-((2S)-2-(3,5-dioxopiperazin-1-yl)propyl)piperazine-2,6-dione; 4-((2S)-1-(3,5-dioxopiperazin-1-yl)propan-2-yl)piperazine-2,6-dione; 6-hydroxy-4-((2S)-2-(5-hydroxy-3-oxo-1,2,3,6-tetrahydropyrazin-1-yl)propyl)-2,3,4,5-tetrahydropyrazin-2-one; 6-hydroxy-4-[(2S)-2-(5-hydroxy-3-oxo-1,2,3,6-tetrahydropyrazin-1-yl)propyl]-2,3,4,5-tetrahydropyrazin-2-one; Razoxane, (S)-Isomer, Hydrochloride; Razoxane (+)-; Soluble ICRF (L-; V03AF02; 2,6-Piperazinedione, 4,4'propylenedi-,(P)-; 2, 6-Piperazinedione, 4,4'-propylenedi-, (P)-; (+)-(S)-4,4'-(1-Methyl-1,2-ethanediyl)di(2,6-piperazinedione); 2,6-Piperazinedione, 4, 4'-(1-methyl-1,2-ethanediyl)bis-, (S)-; 2,6-Piperazinedione, 4,4'-(1-methyl-1,2-ethanediyl)bis-,(S)-; Zinecard; (S)-4,4'-(Propane-1,2-diyl)bis(piperazine-2,6-dione); Dexrazoxanum [INN-Latin]; Dexrazoxano [INN-Spanish]; 2,6-Piperazinedione, 4,4'-[(1S)-1-methyl-1,2-ethanediyl]bis-; Dexrazone; Desrazoxane; MFCD00866449; DTXSID3040647; (+)-dexrazoxane; 2,6-Piperazinedione, 4,4'-(1-methyl-1,2-ethanediyl)bis-, (S)-; (S)-(+)-1,2-Bis(3,5-dioxopiperazin-1-yl)propane; Razoxanum [INN-Latin]; Razoxana [INN-Spanish]; DTXCID1020647; 4,4'-[(1S)-1-Methyl-1,2-ethanediyl]bis-2,6-piperazinedione; CAS-24584-09-6; HSDB 7319; (+)-1,2-Bis(3,5-dioxopiperazin-1-yl)propane; 2,6-Piperazinedione, 4,4'-propylenedi-, (+)-; SR-01000883995; BRN 5759131; Soluble ICRF (L-isosomer); Dexrazoxane [USAN:INN:BAN]; Dexrazoxane?; CCRIS 9394; UNII-048L81261F; NCGC00164737-01; Dexrazoxane (Standard); DEXRAZOXANE [INN]; DEXRAZOXANE [JAN]; DEXRAZOXANE [HSDB]; DEXRAZOXANE [USAN]; DEXRAZOXANE [VANDF]; CHEMBL1738; DEXRAZOXANE [MART.]; SCHEMBL18400; DEXRAZOXANE [WHO-DD]; MLS006010158; BIDD:GT0068; Dexrazoxane (JAN/USAN/INN); DEXRAZOXANE [EMA EPAR]; 4,4'-(2S)-propane-1,2-diyldipiperazine-2,6-dione; GTPL7330; orb1306016; Dexrazoxane - Bio-X trade mark; Dexrazoxane, >=95% (HPLC); HY-B0581R; (S)-4,4'-(Propane-1,2-diyl)-bis(piperazine-2,6-dione); RAZOXANE (+)-FORM [MI]; HY-B0581; Tox21_112256; 2, 4,4'-propylenedi-, (+)-; BDBM50586360; s5651; AKOS015896392; Tox21_112256_1; (+)-1,5-dioxopiperazin-1-yl)propane; CCG-267131; DB00380; DS-1394; FD65001; NCGC00263544-01; NCGC00263544-02; BD164365; Dexrazoxane, analytical reference material; NCI60_001367; SMR002529680; (S)-(+)-1,5-dioxopiperazin-1-yl)propane; D4227; NS00073041; D03730; (S)-1,2-Bis(3,5-dioxo-1-piperazinyl)propane; AB01273932-01; AB01273932-02; AB01273932_03; EN300-7356981; 2,4,4'-[(1S)-1-methyl-1,2-ethanediyl]bis-; Q524995; 2,4,4'-(1-methyl-1,2-ethanediyl)bis-, (S)-; SR-01000883995-1; SR-01000883995-2; SR-01000883995-5; BRD-K07265709-003-01-5; BRD-K07265709-003-03-1; BRD-K07265709-003-04-9; BRD-K07265709-003-05-6",C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,Stabilizer,C11H16N4O4,Topo IIβ,Q02880,.,10.1073/pnas.1832879100
TPD-NZUYCP,Golcadomide,"Golcadomide; 2379572-34-4; CC-99282; Golcadomide [USAN]; 29HLR8Z5BR; CC1007548; UNII-29HLR8Z5BR; CC99282; WHO 12305; (S)-2-(2,6-dioxopiperidin-3-yl)-4-((2-fluoro-4-((3-morpholinoazetidin-1-yl)methyl)benzyl)amino)isoindoline-1,3-dione; 1H-Isoindole-1,3(2H)-dione, 2-((3S)-2,6-dioxo-3-piperidinyl)-4-(((2-fluoro-4-((3-(4-morpholinyl)-1-azetidinyl)methyl)phenyl)methyl)amino)-; Golcadomida; golcadomide [INN]; Golcadomide [WHO-DD]; Golcadomide (USAN/INN); orb1686266; CHEMBL5095226; SCHEMBL21492854; SCHEMBL29363016; GTPL13021; EX-A6835; Cc 99282; AT41559; compound 1 [US20220324855]; DA-72007; MS-29895; HY-146237; CS-0530225; D12324; EN300-43359175; (S)-2-(2,6-dioxopiperidin-3-yl)-4-((2-fluoro-4-((3-morpholinoazetidin-1- yl)methyl)benzyl)amino)isoindoline-1,3-dione; 1H-Isoindole-1,3(2H)-dione, 2-[(3S)-2,6-dioxo-3-piperidinyl]-4-[[[2-fluoro-4-[[3-(4- morpholinyl)-1-azetidinyl]methyl]phenyl]methyl]amino]-; 2-[(3S)-2,6-Dioxo-3-piperidinyl]-4-[[[2-fluoro-4-[[3-(4-morpholinyl)-1-azetidinyl]methyl]phenyl]methyl]amino]-1H-isoindole-1,3(2H)-dione; 2-[(3S)-2,6-dioxopiperidin-3-yl]-4-[[2-fluoro-4-[(3-morpholin-4-ylazetidin-1-yl)methyl]phenyl]methylamino]isoindole-1,3-dione; 2-[(3S)-2,6-dioxopiperidin-3-yl]-4-{[(2-fluoro-4-{[3-(morpholin-4-yl)azetidin-1-yl]methyl}phenyl)methyl]amino}-2,3-dihydro-1H-isoindole-1,3-dione",C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=C(C2=O)C(=CC=C3)NCC4=C(C=C(C=C4)CN5CC(C5)N6CCOCC6)F,Degrader,C28H30FN5O5,IKZF3;IKZF1,Q9UKT9/Q13422,CRBN,10.1039/d4md00870g
TPD-X6EW9S,WBC100,"CID 134236278; 2095780-08-6; orb2279010; SCHEMBL19844914; GLXC-25222; [(1S,2S,4S,5S,7S,8R,9R,11S,13S)-1-methyl-17-oxo-7-propan-2-yl-3,6,10,16-tetraoxaheptacyclo[11.7.0.02,4.02,9.05,7.09,11.014,18]icos-14(18)-en-8-yl] (2R)-2-amino-3-methylbutanoate; HY-145898; CS-0434502; (5bS,6aS,7aR,8R,8aS,9aS,9bS,10aS,10bS)-8a-Isopropyl-10b-methyl-3-oxo-1,2,3,5,5b,6,6a,8,8a,9a,9b,10b-dodecahydrotris(oxireno)[2',3':4b,5; 2'',3'':6,7; 2''',3''':8a,9]phenanthro[1,2-c]furan-8-yl D-valinate",CC(C)[C@@H](N)C(=O)O[C@@H]1[C@@]2(C(C)C)O[C@H]2[C@@H]2O[C@]23[C@]12O[C@H]2C[C@H]1C2=C(CC[C@@]13C)C(=O)OC2,Degrader,C25H33NO7,c-Myc,P01106,CHIP,10.1002/advs.202104344
TPD-62HTNK,AKOS021791654,"Ethyl 1-[2-(3,4-dimethylphenyl)-4-[(3-fluorophenyl)methyl]-3,5-dioxo-2,3,4,5-tetrahydro-1,2,4-triazine-6-carbonyl]piperidine-3-carboxylate; ETHYL 1-[2-(3,4-DIMETHYLPHENYL)-4-[(3-FLUOROPHENYL)METHYL]-3,5-DIOXO-2,3,4,5-TETRAHYDRO-1,2,4-TRIAZINE-6-CARBONYL]PIPERIDINE-3-CARBOXYLATE",CCOC(=O)C1CCCN(C(=O)C2=NN(C3=CC=C(C)C(C)=C3)C(=O)N(CC3=CC=CC(F)=C3)C2=O)C1,Degrader,C27H29FN4O5,eEF2K,O00418,β-TrCP,10.1002/advs.202412985
TPD-56HW5M,"Ethyl 1-[2-(3,4-dimethylphenyl)-4-methyl-3,5-dioxo-1,2,4-triazine-6-carbonyl]piperidine-3-carboxylate",SCHEMBL31221408,CCOC(=O)C1CCCN(C(=O)C2=NN(C3=CC=C(C)C(C)=C3)C(=O)N(C)C2=O)C1,Degrader,C21H26N4O5,eEF2K,O00418,β-TrCP,10.1002/advs.202412985
TPD-OO8LT9,39950798_C3,.,CCOC(=O)C1CCCN(C(=O)C2=NN(C3=CC=C(C)C(C)=C3)C(=O)N(CC3=CC=CC(Cl)=C3)C2=O)C1,Degrader,C27H29ClN4O5,eEF2K,O00418,β-TrCP,10.1002/advs.202412985
TPD-ZGNVD3,SCHEMBL31221332,"Ethyl 1-[2-(3,4-dimethylphenyl)-4-[(3-methylphenyl)methyl]-3,5-dioxo-2,3,4,5-tetrahydro-1,2,4-triazine-6-carbonyl]piperidine-3-carboxylate; AKOS021791653; ETHYL 1-[2-(3,4-DIMETHYLPHENYL)-4-[(3-METHYLPHENYL)METHYL]-3,5-DIOXO-2,3,4,5-TETRAHYDRO-1,2,4-TRIAZINE-6-CARBONYL]PIPERIDINE-3-CARBOXYLATE",CCOC(=O)C1CCCN(C(=O)C2=NN(C3=CC=C(C)C(C)=C3)C(=O)N(CC3=CC=CC(C)=C3)C2=O)C1,Degrader,C28H32N4O5,eEF2K,O00418,β-TrCP,10.1002/advs.202412985
TPD-HX877S,39950798_C5,.,CCOC(=O)C1CCCN(C(=O)C2=NN(C3=CC=C(C)C(C)=C3)C(=O)N(CC3=CC=CC(C(F)(F)F)=C3)C2=O)C1,Degrader,C28H29F3N4O5,eEF2K,O00418,β-TrCP,10.1002/advs.202412985
TPD-WD0NU9,SCHEMBL31221335,"Ethyl 1-[2-(3,4-dimethylphenyl)-4-[(3-methoxyphenyl)methyl]-3,5-dioxo-2,3,4,5-tetrahydro-1,2,4-triazine-6-carbonyl]piperidine-3-carboxylate; AKOS021834968; ETHYL 1-[2-(3,4-DIMETHYLPHENYL)-4-[(3-METHOXYPHENYL)METHYL]-3,5-DIOXO-2,3,4,5-TETRAHYDRO-1,2,4-TRIAZINE-6-CARBONYL]PIPERIDINE-3-CARBOXYLATE",CCOC(=O)C1CCCN(C(=O)C2=NN(C3=CC=C(C)C(C)=C3)C(=O)N(CC3=CC=CC(OC)=C3)C2=O)C1,Degrader,C28H32N4O6,eEF2K,O00418,β-TrCP,10.1002/advs.202412985
TPD-FEBI9X,39950798_C7,.,CCOC(=O)C1CCCN(C(=O)C2=NN(C3=CC=C(C)C(C)=C3)C(=O)N(CC3=CC=CC(S(C)(=O)=O)=C3)C2=O)C1,Degrader,C28H32N4O7S,eEF2K,O00418,β-TrCP,10.1002/advs.202412985
TPD-2MPLUD,39950798_C8,.,CCOC(=O)C1CCCN(C(=O)C2=NN(C3=CC=C(C)C(C)=C3)C(=O)N(CC3=CC=CC(C(C)C)=C3)C2=O)C1,Degrader,C30H36N4O5,eEF2K,O00418,β-TrCP,10.1002/advs.202412985
TPD-PJXLX6,SCHEMBL31221348,"Ethyl 1-[2-(3,4-dimethylphenyl)-4-[(2-methylphenyl)methyl]-3,5-dioxo-2,3,4,5-tetrahydro-1,2,4-triazine-6-carbonyl]piperidine-3-carboxylate; AKOS021791656; ETHYL 1-[2-(3,4-DIMETHYLPHENYL)-4-[(2-METHYLPHENYL)METHYL]-3,5-DIOXO-2,3,4,5-TETRAHYDRO-1,2,4-TRIAZINE-6-CARBONYL]PIPERIDINE-3-CARBOXYLATE",CCOC(=O)C1CCCN(C(=O)C2=NN(C3=CC=C(C)C(C)=C3)C(=O)N(CC3=CC=CC=C3C)C2=O)C1,Degrader,C28H32N4O5,eEF2K,O00418,β-TrCP,10.1002/advs.202412985
TPD-ZWUNUF,39950798_C10,.,CCOC(=O)C1CCCN(C(=O)C2=NN(C3=CC=C(C)C(C)=C3)C(=O)N(CC3=CC=C(C)C=C3)C2=O)C1,Degrader,C28H32N4O5,eEF2K,O00418,β-TrCP,10.1002/advs.202412985
TPD-8BA4P1,39950798_C11,.,CCOC(=O)C1CCCN(C(=O)C2=NN(C3=CC=C(C)C(C)=C3)C(=O)N(CC3=CC(C)=CC(C)=C3)C2=O)C1,Degrader,C29H34N4O5,eEF2K,O00418,β-TrCP,10.1002/advs.202412985
TPD-F7IUYW,Meisoindigo,"Meisoindigo; 97207-47-1; Methylisoindigotin; MFCD05988503; 1416052-36-2; (E)-1-methyl-[3,3'-biindolinylidene]-2,2'-dione; (3E)-1-methyl-3-(2-oxoindolin-3-ylidene)indolin-2-one; 3-(2-hydroxy-1-methylindol-3-yl)indol-2-one; 1-Methyl-[3,3'-biindolinylidene]-2,2'-dione; 92UIP6405R; 2H-Indol-2-one,3-(1,2-dihydro-2-oxo-3H-indol-3-ylidene)-1,3-dihydro-1-methyl-; N-Methylisoindigotin; Dian III; (E)-1,1'-dimethyl-[3,3'-biindolinylidene]-2,2'-dione; 2H-Indol-2-one, 3-(1,2-dihydro-2-oxo-3H-indol-3-ylidene)-1,3-dihydro-1-methyl-; 3-(1,2-Dihydro-2-oxo-3H-indol-3-ylidene)-1,3-dihydro-1-methyl-2H-indol-2-one; Dian III; N-Methylisoindigotin; Natura-alpha; UNII-92UIP6405R; Meisoindigo?; Biindolene deriv.; NATURA-.ALPHA.; Oprea1_162254; MEISOINDIGO [WHO-DD]; SCHEMBL130855; CHEMBL607535; orb1307271; SCHEMBL13299737; SCHEMBL24186711; SCHEMBL29361307; SCHEMBL31189862; (3E)-1-methyl-3-(2-oxo-1H-indol-3-ylidene)indol-2-one; EX-A361; TAK-114; DTXSID901025868; GLXC-02768; HMS1593P16; HMS5084O08; s5327; AKOS000360184; AKOS032947341; Dian III; N-Methylisoindigotin; Natura-; AC-8412; CCG-267207; FM30918; SB16469; 1-Methyl-3,3'-biindolenyl-2,2'-dione; AS-73456; HY-13680; SY235006; DB-127880; 1-Methyl-3,3-Biindole-2,2(1H,1H)Dione; M3082; SR-01000274672; 1-methyl-3-(2-oxoindolin-3-ylidene)indolin-2-one; SR-01000274672-1; BRD-K14529030-001-01-9; Q27271531; (E)-1-methyl-1H,1'H,2H,2'H-[3,3'-biindolylidene]-2,2'-dione; N-methylisoindigotin; 1-Methyl-3,3'-biindole-2,2'(1H,1'H)-dione; 1-methyl-3-(2-oxo-2,3-dihydro-1H-indol-3-ylidene)-2,3-dihydro-1H-indol-2-one; 1-Methyl-[3,3 inverted exclamation mark -biindolinylidene]-2,2 inverted exclamation mark -dione",CN1C(=O)/C(=C2/C(=O)NC3=CC=CC=C23)C2=CC=CC=C21,Degrader,C17H12N2O2,PKMYT1,Q99640,TRIM25,10.1002/advs.202413676
TPD-CN5ZDZ,39575661_MG-Lin1,.,CC1=NN=C2C=CC(C3=CC=CC(N(C)C(=O)/C=C/C4=CC=C(C(F)(F)F)C=C4)=C3)=NN12,Degrader,C23H18F3N5O,Lin28,Q9H9Z2,RNF126,10.1002/mabi.202400427
TPD-EUP9MH,39575661_MG-Lin2,.,CC1=NN=C2C=CC(C3=CC=CC(N(C)C(=O)C4CCN(C(=O)/C=C/C5=CC=C(C(F)(F)F)C=C5)CC4)=C3)=NN12,Degrader,C29H27F3N6O2,Lin28,Q9H9Z2,RNF126,10.1002/mabi.202400427
TPD-0028GD,39575661_MG-Lin3,.,COC1=CC=C(C(=O)/C=C/C(=O)N2CCC(C(=O)N(C)C3=CC=CC(C4=NN5C(C)=NN=C5C=C4)=C3)CC2)C=C1,Degrader,C30H30N6O4,Lin28,Q9H9Z2,RNF126,10.1002/mabi.202400427
TPD-VURUTF,39309493_LXH-3-71,.,C=C1CC2(C)C(CCC3[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)NCCNC(=O)NC4=CC=C(OC)C=C4)CC[C@]23C)[C@@H](C)C1=O,Degrader,C39H55N3O4,PHGDH,O43175,DDB1,10.1016/j.apsb.2024.06.001
TPD-ZNP52H,(R)-FL-118,"(4R)-4-Ethyl-4-hydroxy-8,9-methylenedioxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione; 151636-76-9; FL118; (R)-FL118; CHEMBL2115024; (4R)-4-Ethyl-4-hydroxy-8,9-methylenedioxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione; (5R)-5-Ethyl-5-hydroxy-7,18,20-trioxa-11,24-diazahexacyclo[11.11.0.02,11.04,9.015,23.017,21]tetracosa-1(13),2,4(9),14,16,21,23-heptaene-6,10-dione; (R)-7-ethyl-7-hydroxy-7H-[1,3]dioxolo[4,5-g]pyrano[3',4':6,7]indolizino[1,2-b]quinoline-8,11(10H,13H)-dione; orb1700596; SCHEMBL20286453; SCHEMBL29429769; BDBM50407002; AKOS030528615; AC-33644; HY-15792; MS-26553; CS-0009145; (7R)-7-Ethyl-7-hydroxy-7,13-dihydro-2H,10H-1,3-dioxolano[4,5-g]pyrano[3',4'-6,7]indolizino[1,2-b]quinoline-8,11-dione; (R)-7-ethyl-7-hydroxy-10,13-dihydro-11H-[1,3]dioxolo[4,5-g]pyrano[3',4':6,7]indolizino[1,2-b]quinoline-8,11(7H)-dione",CC[C@]1(O)C(=O)OCC2=C1C=C1C3=NC4=CC5=C(C=C4C=C3CN1C2=O)OCO5,Degrader,C21H16N2O6,DDX5,P17844,.,10.1002/ctm2.881
TPD-2MW3S7,39681169_dALK-2,.,COC1=CC=C(C(=O)/C=C/C(=O)N2CCC(N3C=C(C4=CN=C(N)C(O[C@H](C)C5=C(Cl)C=CC(F)=C5Cl)=C4)C=N3)CC2)C=C1,Degrader,C32H30Cl2FN5O4,ALK,Q9UM73,RNF126,10.1016/j.bmcl.2024.130075
TPD-SD5WFD,39681169_dALK-1,.,COC1=CC=C(C(=O)/C=C/C(=O)N2CCC(C3=CC(OC(C)C)=C(NC4=NC=C(Cl)C(NC5=CC=CC=C5S(=O)(=O)C(C)C)=N4)C=C3C)CC2)C=C1,Degrader,C39H44ClN5O6S,ALK,Q9UM73,RNF126,10.1016/j.bmcl.2024.130075
TPD-R0JRK1,39681169_dALK-10,.,CCC1=CC2=C(C=C1N1CCC(N3CCN(C(=O)/C=C/C(=O)C4=CC=C(OC)C=C4)CC3)CC1)C(C)(C)C1=C(C2=O)C2=CC=C(C#N)C=C2N1,Degrader,C41H43N5O4,ALK,Q9UM73,RNF126,10.1016/j.bmcl.2024.130075
TPD-XMCN09,dALK-3,"(E)-1-[4-[1-[4-[[5-chloro-4-(2-dimethylphosphorylanilino)pyrimidin-2-yl]amino]-3-methoxyphenyl]piperidin-4-yl]piperazin-1-yl]-4-(4-methoxyphenyl)but-2-ene-1,4-dione; orb2945569; HY-170592",COC1=CC=C(C(=O)/C=C/C(=O)N2CCN(C3CCN(C4=CC=C(NC5=NC=C(Cl)C(NC6=CC=CC=C6P(C)(C)=O)=N5)C(OC)=C4)CC3)CC2)C=C1,Degrader,C39H45ClN7O5P,ALK,Q9UM73,RNF126,10.1016/j.bmcl.2024.130075
TPD-5CITR9,SCHEMBL26106012,"3-[3-oxo-6-[4-(pyrrolidin-1-ylmethyl)-1H-pyrrolo[2,3-b]pyridin-6-yl]-1H-isoindol-2-yl]piperidine-2,6-dione; SCHEMBL30612028","O=C1CCC(N2CC3=CC(C4=CC(CN5CCCC5)=C5C=CNC5=N4)=CC=C3C2=O)C(=O)N1
",Degrader,C25H25N5O3,IKZF2;CK1α;SALL4,Q9UKS7/P48729/Q9UJQ4,CRBN,10.1016/j.bmcl.2025.130263
TPD-6L8NTP,39488207_(S)-ACE-OH,(1S)-1-[10-[3-(dimethylamino)propyl]phenothiazin-2-yl]ethanol,C[C@H](O)C1=CC=C2SC3=CC=CC=C3N(CCCN(C)C)C2=C1,Degrader,C19H24N2OS,GLE1;SMPD4;NUP35,A0A804HI94/Q9NXE4/Q8NFH5,TRIM21,10.1016/j.cell.2024.10.015
TPD-0QV1MT,orb2802127,"4-(Cyclopropylamino)-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione; SCHEMBL17873781; 1957235-62-9",O=C1CCC(N2C(=O)C3=CC=CC(NC4CC4)=C3C2=O)C(=O)N1,Degrader,C16H15N3O4,FIZ1,Q96SL8,CRBN,10.1016/j.chembiol.2024.10.007
TPD-J7AKTX,39721086_9d,.,COC1=NC=C(C2=CC=C3NC(=O)C4=C(C3=C2)N(C2=CC(C(F)(F)F)=C(N3CCN(C(=O)/C=C/C(=O)C5=CC=CC=C5)CC3)C=C2)N=N4)C=C1,Degrader,C36H28F3N7O4,RIOK2,Q9BVS4,RNF126,10.1016/j.ejmech.2024.117166
TPD-AMCV7M,39721086_9e,.,COC1=NC=C(C2=CC=C3NC(=O)C4=C(C3=C2)N(C2=CC(C(F)(F)F)=C(N3CCN(C(=O)C5=CCCC5)CC3)C=C2)N=N4)C=C1,Degrader,C32H28F3N7O3,RIOK2,Q9BVS4,RNF126,10.1016/j.ejmech.2024.117166
TPD-S22I9T,Benzbromarone,"benzbromarone; 3562-84-3; Benzbromaron; MJ 10061; Benzbromaronum; Uroleap; Methanone, (3,5-dibromo-4-hydroxyphenyl)(2-ethyl-3-benzofuranyl)-; 3,5-Dibromo-4-hydroxyphenyl-2-ethyl-3-benzofuranyl ketone; Benzpromarone; 2-Ethyl-3-(3,5-dibrom-4-hydroxybenzoyl)benzofuran; L-2214; NSC-85433; Benzbromarona; 4POG0RL69O; CHEBI:3023; DTXSID4022652; MJ-10061; DTXCID702652; AL, Benzbromaron; Benzbromaron ratiopharm; 2,6-dibromo-4-((2-ethyl-1-benzofuran-3-yl)carbonyl)phenol; 2,6-dibromo-4-[(2-ethyl-1-benzofuran-3-yl)carbonyl]phenol; 3,5-Dibromo-4-hydroxyphenyl 2-ethylbenzo(b)furan-3-yl ketone; 3,5-dibromo-4-hydroxyphenyl 2-ethylbenzo[b]furan-3-yl ketone; Narcaricin mite; M04AB03; 222-630-7; Desuric; Urinorm; Normurat; Uricovac; Minuric; Exurate; Hipurik; Azubromaron; Narcaricin; L 2214-Labaz; Uroleap (TN); L 2214; MFCD00078962; NSC 85433; 3-(3,5-Dibromo-4-hydroxybenzoyl)-2-ethylbenzofuran; (3,5-Dibromo-4-hydroxyphenyl)(2-ethyl-1-benzofuran-3-yl)methanone; NSC85433; KETONE, 3,5-DIBROMO-4-HYDROXYPHENYL 2-ETHYL-3-BENZOFURANYL; (3,5-Dibromo-4-hydroxyphenyl)(2-ethylbenzofuran-3-yl)methanone; (3,5-dibromo-4-hydroxyphenyl)-(2-ethyl-1-benzofuran-3-yl)methanone; CPD000058310; Benzofuran, 3-(3,5-dibromo-4-hydroxybenzoyl)-2-ethyl-; MLS000028522; MLS000737128; CHEMBL388590; Besuric; Harolan; NCGC00013895-08; Benzobromarona; 3, 5-Dibromo-4-hydroxyphenyl-2-ethyl-3-benzofuranyl ketone; 3-[3,5-DIBROMO-4-HYDROXYBENZOYL]-2-ETHYLBENZOFURAN; SMR000058310; CAS-3562-84-3; (3,5-dibromo-4-hydroxy-phenyl)-(2-ethylbenzofuran-3-yl)methanone; C17H12Br2O3; Benzbromaronum [INN-Latin]; Benzobromarona [INN-Spanish]; Benzbromarone [USAN:INN:BAN]; L2214-Labaz; Max-uric; [3,5-bis(bromanyl)-4-oxidanyl-phenyl]-(2-ethyl-1-benzofuran-3-yl)methanone; L2214; SR-01000003082; EINECS 222-630-7; UNII-4POG0RL69O; BRN 0273668; (2-Ethyl-3-benzofuranyl)-(3,5-dibrom-4-hydroxyphenyl)keton; (3,5-Dibromo-4-hydroxyphenyl)(2-ethyl-3-benzofuranyl)methanone; ML054; NCI85433; R75; Prestwick_709; Benzbromarone(USAN); 3,5-Dibromo-4-hydroxyphenyl 2-ethyl-3-benzofuranyl Ketone; Benzbromarone (Standard); Opera_ID_1282; Prestwick0_000370; Prestwick1_000370; Prestwick2_000370; Prestwick3_000370; Benzbromarone 100 microg/mL in Acetonitrile; BENZBROMARONE [MI]; BENZBROMARONE [INN]; BENZBROMARONE [JAN]; cid_2333; NCIStruc1_001498; NCIStruc2_001681; BENZBROMARONE [USAN]; Oprea1_140235; SCHEMBL48993; BSPBio_000499; MLS001074105; MLS001424143; BENZBROMARONE [MART.]; 2-Ethyl-3-(3,5-dibromo-4-hydroxybenzoyl)benzofuran; SPBio_002420; BENZBROMARONE [WHO-DD]; BPBio1_000549; orb1309157; SCHEMBL29361528; HY-B1135R; Benzbromarone, analytical standard; Benzbromarone (JP18/USAN/INN); HMS1569I21; HMS2052K05; HMS2093J04; HMS2096I21; HMS2230D20; HMS3394K05; HMS3652H15; HMS3713I21; HMS3744G15; HMS5082D14; Pharmakon1600-01505971; (3,5-Dibromo-4-hydroxyphenyl)-(2-ethylbenzofuran-3-yl)methanone; BCP07515; EX-A1131; HY-B1135; BENZBROMARONE [EP MONOGRAPH]; Tox21_110041; BDBM50158460; CCG-37198; MSK000451; NCGC00013895; NSC759281; s4221; SBB057006; Benzbromarone 1.0 mg/ml in Methanol; AKOS015895856; Tox21_110041_1; AC-6162; CS-4740; DB12319; FD18180; KS-1292; NC00334; NSC-759281; NCGC00013895-01; NCGC00013895-02; NCGC00013895-03; NCGC00013895-04; NCGC00013895-05; NCGC00013895-06; NCGC00013895-07; NCGC00013895-09; NCGC00013895-11; NCGC00013895-13; NCGC00022066-04; NCI60_041884; SY018127; SBI-0055383.P002; B4099; NS00001815; ST50993903; SW196858-4; UNM000001228903; D01056; Q410435; SR-01000003082-5; SR-01000003082-6; BRD-K11717138-001-03-0; BRD-K11717138-001-16-2; BRD-K11717138-001-29-5; BRD-K11717138-001-30-3; Ketone,5-dibromo-4-hydroxyphenyl 2-ethyl-3-benzofuranyl; Benzbromarone, certified reference material, TraceCERT(R); Benzbromarone, European Pharmacopoeia (EP) Reference Standard; Methanone,5-dibromo-4-hydroxyphenyl)(2-ethyl-3-benzofuranyl)-; (3,5-Dibromo-4-hydroxyphenyl)(2-ethyl-1-benzofuran-3-yl)methanone #; Methanone, (3, 5-dibromo-4-hydroxyphenyl)(2-ethyl-3-benzofuranyl)-; benzbromarone; bzm; 3-(3,5-dibromo-4-hydroxybenzoyl)-2-ethylbenzofuran; (3,5-dibromo-4-hydroxyphenyl)(2-ethyl-1-benzofuran-3-yl)methanone; Benzbromarone; 3,5-Dibromo-4-hydroxyphenyl 2-ethyl-3-benzofuranyl ketone; 2-Ethyl-3-(3,5-dibromo-4-hydroxybenzoyl)benzofuran",CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=CC=CC=C2O1,Degrader,C17H12Br2O3,HSP47,P50454,.,10.1016/j.jid.2023.09.279
TPD-Q2G3LX,37084663_pelitinib,.,CCOC1=CC2=NC=C(C#N)C(NC3=CC=C(F)C(Cl)=C3)=C2C=C1NC(=O)/C=C/CN(C)C,Degrader,C24H23ClFN5O2,PRDX4,Q13162,UBE2,10.1016/j.jpba.2023.115398
TPD-BBTF1C,10.1016/j.xcrp.2024.101960_C7,.,N#CCC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Degrader,C15H11N3O4,BCL-2;ZNF-90,P10415/Q03938,CRBN,10.1016/j.xcrp.2024.101960
