TPD ID,Activity Type,Target Symbols,Target IDs,Cell Line,Activity
TPD-YBTUHA,IC50,.,.,.,≤0.5μM
TPD-CNANTB,IC50,.,.,.,0.5μM<x≤1μM
TPD-SQ31JD,IC50,.,.,.,≤0.5μM
TPD-LA942V,IC50,.,.,.,≤0.5μM
TPD-LRWBTF,IC50,.,.,.,0.5μM<x≤1μM
TPD-NW7C79,IC50,.,.,.,0.5μM<x≤1μM
TPD-1YFXYK,IC50,.,.,.,0.5μM<x≤1μM
TPD-ARNFP2,IC50,.,.,.,≤0.5μM
TPD-3AZYVR,IC50,.,.,.,≤0.5μM
TPD-JCA82J,IC50,.,.,.,≤0.5μM
TPD-4DJ0JZ,IC50,.,.,.,≤0.5μM
TPD-I6OD38,IC50,.,.,.,0.5μM<x≤1μM
TPD-623REM,IC50,.,.,.,≤0.5μM
TPD-EEJG83,IC50,.,.,.,0.5μM<x≤1μM
TPD-45CY5X,IC50,.,.,.,0.5μM<x≤1μM
TPD-5JWGG7,IC50,.,.,.,≤0.5μM
TPD-V06NAB,IC50,.,.,.,≤0.5μM
TPD-6ZU6ZR,IC50,.,.,.,0.5μM<x≤1μM
TPD-9LO9SP,IC50,.,.,.,1μM<x≤1.9μM
TPD-BTL90G,IC50,.,.,.,1μM<x≤1.9μM
TPD-XGCGZN,IC50,.,.,.,0.5μM<x≤1μM
TPD-JXRJJB,IC50,.,.,.,0.5μM<x≤1μM
TPD-FJWNWI,IC50,.,.,.,≤0.5μM
TPD-FY06WM,IC50,.,.,.,1μM<x≤1.9μM
TPD-PEGG4D,IC50,.,.,.,≤0.5μM
TPD-Q8PQSH,IC50,.,.,.,0.5μM<x≤1μM
TPD-A8HW1M,IC50,.,.,.,≤0.5μM
TPD-ILEIGY,Dmax ,IKZF1,Q13422,.,>50%
TPD-87SIZ6,Dmax ,IKZF1,Q13422,.,>50%
TPD-OVAARG,Dmax ,IKZF1,Q13422,.,>50%
TPD-HAKPLW,Dmax ,IKZF1,Q13422,.,≤50%
TPD-WEBL01,Dmax ,IKZF1,Q13422,.,≤50%
TPD-JPRRVS,Dmax ,IKZF1,Q13422,.,>50%
TPD-XQTWE5,Dmax ,IKZF1,Q13422,.,>50%
TPD-UU6XAW,Dmax ,IKZF1,Q13422,.,>50%
TPD-YBTUHA,Dmax ,IKZF1,Q13422,.,≤50%
TPD-CNANTB,Dmax ,IKZF1,Q13422,.,≤50%
TPD-SQ31JD,Dmax ,IKZF1,Q13422,.,>50%
TPD-LA942V,Dmax ,IKZF1,Q13422,.,>50%
TPD-LRWBTF,Dmax ,IKZF1,Q13422,.,>50%
TPD-NW7C79,Dmax ,IKZF1,Q13422,.,≤50%
TPD-94FW54,Dmax ,IKZF1,Q13422,.,≤50%
TPD-1YFXYK,Dmax ,IKZF1,Q13422,.,≤50%
TPD-ARNFP2,Dmax ,IKZF1,Q13422,.,≤50%
TPD-3AZYVR,Dmax ,IKZF1,Q13422,.,≤50%
TPD-JCA82J,Dmax ,IKZF1,Q13422,.,>50%
TPD-4DJ0JZ,Dmax ,IKZF1,Q13422,.,>50%
TPD-I6OD38,Dmax ,IKZF1,Q13422,.,>50%
TPD-623REM,Dmax ,IKZF1,Q13422,.,≤50%
TPD-EEJG83,Dmax ,IKZF1,Q13422,.,≤50%
TPD-45CY5X,Dmax ,IKZF1,Q13422,.,≤50%
TPD-5JWGG7,Dmax ,IKZF1,Q13422,.,≤50%
TPD-V06NAB,Dmax ,IKZF1,Q13422,.,≤50%
TPD-6ZU6ZR,Dmax ,IKZF1,Q13422,.,≤50%
TPD-9LO9SP,Dmax ,IKZF1,Q13422,.,>50%
TPD-BTL90G,Dmax ,IKZF1,Q13422,.,≤50%
TPD-1I7RFO,Dmax ,IKZF1,Q13422,.,≤50%
TPD-AC8VSR,Dmax ,IKZF1,Q13422,.,≤50%
TPD-XGCGZN,Dmax ,IKZF1,Q13422,.,>50%
TPD-94FW54,Dmax ,IKZF3,Q9UKT9,.,>50%
TPD-1I7RFO,Dmax ,IKZF3,Q9UKT9,.,>50%
TPD-AC8VSR,Dmax ,IKZF3,Q9UKT9,.,≤50%
TPD-QYHNBK,IC50,.,.,.,0μM<x≤0.5μM
TPD-SDES9J,IC50,.,.,.,0μM<x≤0.5μM
TPD-DH3VI6,IC50,.,.,.,0.5μM<x≤1μM
TPD-2FTAJI,IC50,.,.,.,0.5μM<x≤1μM
TPD-WQF3VL,IC50,.,.,.,0μM<x≤0.5μM
TPD-EJA9ZX,IC50,.,.,.,0μM<x≤0.5μM
TPD-27CA8D,IC50,.,.,.,0μM<x≤0.5μM
TPD-WLMWFV,IC50,.,.,.,0.5μM<x≤1μM
TPD-XJ2DDP,IC50,.,.,.,0.5μM<x≤1μM
TPD-NCF9FH,IC50,.,.,.,0.5μM<x≤1μM
TPD-QPBPBF,IC50,.,.,.,0.5μM<x≤1μM
TPD-2ZR7RD,IC50,.,.,.,0.5μM<x≤1μM
TPD-TOA0VT,IC50,.,.,.,1μM<x≤1.9μM
TPD-QYHNBK,Dmax ,WEE1,P30291,.,20%≤x≤100%
TPD-DH3VI6,Dmax ,WEE1,P30291,.,20%≤x≤100%
TPD-2FTAJI,Dmax ,WEE1,P30291,.,20%≤x≤100%
TPD-EJA9ZX,Dmax ,WEE1,P30291,.,20%≤x≤100%
TPD-WLMWFV,Dmax ,WEE1,P30291,.,20%≤x≤100%
TPD-XJ2DDP,Dmax ,WEE1,P30291,.,20%≤x≤100%
TPD-NCF9FH,Dmax ,WEE1,P30291,.,20%≤x≤100%
TPD-QPBPBF,Dmax ,WEE1,P30291,.,20%≤x≤100%
TPD-WQF3VL,Dmax ,IKZF1,Q13422,.,20%≤x≤100%
TPD-27CA8D,Dmax ,IKZF1,Q13422,.,20%≤x≤100%
TPD-SDES9J,Dmax ,IKZF2,Q9UKS7,.,20%≤x≤100%
TPD-JL6O4E,Dmax ,IKZF3,Q9UKT9,.,20%≤x≤100%
TPD-JL6O4E,Dmax ,GSPT1,P15170,.,20%≤x≤100%
TPD-DSHR21,IC50,.,.,SK-MEL-3,0.4nM
TPD-R5B9ST,IC50,.,.,SK-MEL-3,37.9nM
TPD-MYXYG9,IC50,.,.,SK-MEL-3,1.8nM
TPD-4BNU24,IC50,.,.,SK-MEL-3,0.8nM
TPD-OXT2AB,IC50,.,.,SK-MEL-3,0.3nM
TPD-2EC1E7,IC50,.,.,SK-MEL-3,0.03nM
TPD-9W2K2P,IC50,.,.,SK-MEL-3,0.3nM
TPD-Z68623,IC50,.,.,SK-MEL-3,0.7nM
TPD-CRYR4I,IC50,.,.,SK-MEL-3,1.6nM
TPD-5BX1XC,IC50,.,.,SK-MEL-3,1.1nM
TPD-IN7SUV,IC50,.,.,SK-MEL-3,0.6nM
TPD-XIVA36,IC50,.,.,SK-MEL-3,1.7nM
TPD-2EC1E7,IC50,.,.,A2058,0.1nM
TPD-9W2K2P,IC50,.,.,A2058,1.1nM
TPD-Z68623,IC50,.,.,A2058,3.9nM
TPD-5BX1XC,IC50,.,.,A2058,11.0nM
TPD-TC7GKD,DC50,VAV1,P15498,.,12.33nM
TPD-XKN0P6,DC50,VAV1,P15498,.,239.72nM
TPD-Q2WKD0,DC50,VAV1,P15498,.,45.42nM
TPD-WPESK7,DC50,VAV1,P15498,.,59.69nM
TPD-X79BVU,DC50,VAV1,P15498,.,18.07nM
TPD-4IRQ9Z,DC50,VAV1,P15498,.,10000nM
TPD-KWJ53G,DC50,VAV1,P15498,.,10000nM
TPD-8ZF344,DC50,VAV1,P15498,.,10000nM
TPD-5VEHZN,DC50,VAV1,P15498,.,677.53nM
TPD-31J2Y1,DC50,VAV1,P15498,.,22.28nM
TPD-V5FBAA,DC50,VAV1,P15498,.,49.24nM
TPD-IGS6PB,DC50,VAV1,P15498,.,119.41nM
TPD-FA0PJM,DC50,VAV1,P15498,.,481.73nM
TPD-269B01,DC50,VAV1,P15498,.,125.39nM
TPD-A1LTXK,DC50,VAV1,P15498,.,22.28nM
TPD-WPGKW1,DC50,VAV1,P15498,.,353.44nM
TPD-01VBMP,DC50,VAV1,P15498,.,39.71nM
TPD-JUTH8R,DC50,VAV1,P15498,.,69.31nM
TPD-XICZ2G,DC50,VAV1,P15498,.,15.11nM
TPD-XTQWAV,DC50,VAV1,P15498,.,11nM
TPD-2JV6WG,DC50,VAV1,P15498,.,48.81nM
TPD-M2ZOCN,DC50,VAV1,P15498,.,11.56nM
TPD-W7JA1U,DC50,VAV1,P15498,.,4.04nM
TPD-SIEWW6,DC50,VAV1,P15498,.,1531.83nM
TPD-YQM4WT,DC50,VAV1,P15498,.,127.27nM
TPD-E0TAHA,DC50,VAV1,P15498,.,39.02nM
TPD-8Z3XVU,DC50,VAV1,P15498,.,67.37nM
TPD-Z4IOEZ,DC50,VAV1,P15498,.,240.06nM
TPD-V3U1EB,DC50,VAV1,P15498,.,37.15nM
TPD-VGLYJ1,DC50,VAV1,P15498,.,7.27nM
TPD-AD1Y1A,DC50,VAV1,P15498,.,474.95nM
TPD-OROE4U,DC50,VAV1,P15498,.,427.07nM
TPD-QLB2VI,DC50,VAV1,P15498,.,"127.78nM, 90.85nM"
TPD-2F58MH,DC50,VAV1,P15498,.,10000nM
TPD-6ZX0HP,DC50,VAV1,P15498,.,10000nM
TPD-7NYDV8,DC50,VAV1,P15498,.,7437.48nM
TPD-2XEQA4,DC50,VAV1,P15498,.,604.04nM
TPD-QKEZ7M,DC50,VAV1,P15498,.,10000nM
TPD-ZON86M,DC50,VAV1,P15498,.,52.23nM
TPD-QPFGTA,DC50,VAV1,P15498,.,99.19nM
TPD-9UPXVR,DC50,VAV1,P15498,.,705.15nM
TPD-8VCLAL,DC50,VAV1,P15498,.,6160.87nM
TPD-FP4C29,DC50,VAV1,P15498,.,247.98nM
TPD-4MKTZZ,DC50,VAV1,P15498,.,13797.78nM
TPD-W7UBC2,DC50,VAV1,P15498,.,8404.11nM
TPD-3KYM53,DC50,VAV1,P15498,.,"10000.0nM, 10000.0nM"
TPD-2G8PPH,DC50,VAV1,P15498,.,10000nM
TPD-10P92T,DC50,VAV1,P15498,.,91.46nM
TPD-2PSM3H,DC50,VAV1,P15498,.,47.99nM
TPD-XR7OAJ,DC50,VAV1,P15498,.,10000nM
TPD-SBL8W0,DC50,VAV1,P15498,.,10000nM
TPD-TC7GKD,Dmax,VAV1,P15498,.,95.98%
TPD-XKN0P6,Dmax,VAV1,P15498,.,84.09%
TPD-Q2WKD0,Dmax,VAV1,P15498,.,93.60%
TPD-WPESK7,Dmax,VAV1,P15498,.,81.73%
TPD-X79BVU,Dmax,VAV1,P15498,.,97.68%
TPD-4IRQ9Z,Dmax,VAV1,P15498,.,13.98%
TPD-KWJ53G,Dmax,VAV1,P15498,.,27.04%
TPD-8ZF344,Dmax,VAV1,P15498,.,47.81%
TPD-5VEHZN,Dmax,VAV1,P15498,.,66.39%
TPD-31J2Y1,Dmax,VAV1,P15498,.,89.20%
TPD-V5FBAA,Dmax,VAV1,P15498,.,87.83%
TPD-IGS6PB,Dmax,VAV1,P15498,.,78.18%
TPD-FA0PJM,Dmax,VAV1,P15498,.,64.60%
TPD-269B01,Dmax,VAV1,P15498,.,80.90%
TPD-A1LTXK,Dmax,VAV1,P15498,.,96.05%
TPD-WPGKW1,Dmax,VAV1,P15498,.,72.04%
TPD-01VBMP,Dmax,VAV1,P15498,.,89.66%
TPD-JUTH8R,Dmax,VAV1,P15498,.,87.09%
TPD-XICZ2G,Dmax,VAV1,P15498,.,93.95%
TPD-XTQWAV,Dmax,VAV1,P15498,.,94.03%
TPD-2JV6WG,Dmax,VAV1,P15498,.,81.31%
TPD-M2ZOCN,Dmax,VAV1,P15498,.,96.30%
TPD-W7JA1U,Dmax,VAV1,P15498,.,98.83%
TPD-SIEWW6,Dmax,VAV1,P15498,.,75.87%
TPD-YQM4WT,Dmax,VAV1,P15498,.,91.38%
TPD-E0TAHA,Dmax,VAV1,P15498,.,92.38%
TPD-8Z3XVU,Dmax,VAV1,P15498,.,81.08%
TPD-Z4IOEZ,Dmax,VAV1,P15498,.,68.15%
TPD-V3U1EB,Dmax,VAV1,P15498,.,84.61%
TPD-VGLYJ1,Dmax,VAV1,P15498,.,94.93%
TPD-AD1Y1A,Dmax,VAV1,P15498,.,84.48%
TPD-OROE4U,Dmax,VAV1,P15498,.,79.01%
TPD-QLB2VI,Dmax,VAV1,P15498,.,"85.69%, 76.45%"
TPD-2F58MH,Dmax,VAV1,P15498,.,34.86%
TPD-6ZX0HP,Dmax,VAV1,P15498,.,40.91%
TPD-7NYDV8,Dmax,VAV1,P15498,.,63.84%
TPD-2XEQA4,Dmax,VAV1,P15498,.,84.62%
TPD-QKEZ7M,Dmax,VAV1,P15498,.,25.23%
TPD-ZON86M,Dmax,VAV1,P15498,.,83.77%
TPD-QPFGTA,Dmax,VAV1,P15498,.,87.56%
TPD-9UPXVR,Dmax,VAV1,P15498,.,69.91%
TPD-8VCLAL,Dmax,VAV1,P15498,.,54.96%
TPD-FP4C29,Dmax,VAV1,P15498,.,65.29%
TPD-4MKTZZ,Dmax,VAV1,P15498,.,55.51%
TPD-W7UBC2,Dmax,VAV1,P15498,.,81.50%
TPD-3KYM53,Dmax,VAV1,P15498,.,"33.26%, 33.28%"
TPD-2G8PPH,Dmax,VAV1,P15498,.,21.41%
TPD-10P92T,Dmax,VAV1,P15498,.,89.62%
TPD-2PSM3H,Dmax,VAV1,P15498,.,84.15%
TPD-XR7OAJ,Dmax,VAV1,P15498,.,39.78%
TPD-SBL8W0,Dmax,VAV1,P15498,.,8.11%
TPD-WPEEKA,DC50,GSPT1,P15170,HEK293,≤10nM
TPD-ZXG8B3,DC50,GSPT1,P15170,HEK293,≤10nM
TPD-WNW4SH,DC50,GSPT1,P15170,HEK293,10nM<x≤50nM
TPD-TDBQ9S,DC50,GSPT1,P15170,HEK293,10nM<x≤50nM
TPD-QBXVTW,DC50,GSPT1,P15170,HEK293,≤10nM
TPD-YCWNPN,DC50,GSPT1,P15170,HEK293,≤10nM
TPD-WPEEKA,Dmax,GSPT1,P15170,HEK293,≥75%
TPD-ZXG8B3,Dmax,GSPT1,P15170,HEK293,≥75%
TPD-WNW4SH,Dmax,GSPT1,P15170,HEK293,≥75%
TPD-TDBQ9S,Dmax,GSPT1,P15170,HEK293,≥75%
TPD-QBXVTW,Dmax,GSPT1,P15170,HEK293,≥75%
TPD-YCWNPN,Dmax,GSPT1,P15170,HEK293,≥75%
TPD-PJ1DNZ,Ki,.,.,.,<0.5μM
TPD-PXTK45,Ki,.,.,.,<0.5μM
TPD-PJ1DNZ,pEC50,GSPT1,P15170,.,≥6.5
TPD-PXTK45,pEC50,GSPT1,P15170,.,5.5≤x<6.5
TPD-BM4A6B,DC50 ,IKZF1,Q13422,NCI-H929,0.31nM
TPD-BM4A6B,DC50 ,IKZF3,Q9UKT9,NCI-H929,0.12nM
TPD-F0KOL0,IC50,.,.,NCI-H929,0.03nM
TPD-RLAI2B,IC50,.,.,NCI-H929,0.05nM
TPD-5YWPMS,IC50,.,.,NCI-H929,0.07nM
TPD-ME0BUQ,IC50,.,.,NCI-H929,0.07nM
TPD-M39O3U,IC50,.,.,NCI-H929,0.1nM
TPD-5O25L1,IC50,.,.,NCI-H929,0.05nM
TPD-RM1C08,IC50,.,.,NCI-H929,0.1nM
TPD-CESACV,IC50,BRAF,P15056,.,5nM≤x<50nM
TPD-DKYNOG,IC50,BRAF,P15056,.,5nM≤x<50nM
TPD-WLXY0Y,IC50,BRAF,P15056,.,5nM≤x<50nM
TPD-WH8VE2,IC50,BRAF,P15056,.,<5nM
TPD-S3GCQT,IC50,BRAF,P15056,.,5nM≤x<50nM
TPD-8WX9DX,IC50,BRAF,P15056,.,5nM≤x<50nM
TPD-3HE207,IC50,BRAF,P15056,.,5nM≤x<50nM
TPD-XPZGUZ,IC50,BRAF,P15056,.,5nM≤x<50nM
TPD-YQDVO1,IC50,BRAF,P15056,.,5nM≤x<50nM
TPD-IW1EFW,IC50,BRAF,P15056,.,<5nM
TPD-0KDPAB,IC50,BRAF,P15056,.,5nM≤x<50nM
TPD-NKFCG2,IC50,BRAF,P15056,.,<5nM
TPD-6F8EFE,IC50,BRAF,P15056,.,5nM≤x<50nM
TPD-NOHIHG,IC50,BRAF,P15056,.,<5nM
TPD-CESACV,IC50,BRAF,P15056,.,50nM≤x<500nM
TPD-WLXY0Y,IC50,BRAF,P15056,.,50nM≤x<500nM
TPD-S3GCQT,IC50,BRAF,P15056,.,50nM≤x<500nM
TPD-3HE207,IC50,BRAF,P15056,.,50nM≤x<500nM
TPD-XPZGUZ,IC50,BRAF,P15056,.,50nM≤x<500nM
TPD-YQDVO1,IC50,BRAF,P15056,.,>500nM
TPD-IW1EFW,IC50,BRAF,P15056,.,50nM≤x<500nM
TPD-0KDPAB,IC50,BRAF,P15056,.,50nM≤x<500nM
TPD-NKFCG2,IC50,BRAF,P15056,.,5nM≤x<50nM
TPD-6F8EFE,IC50,BRAF,P15056,.,50nM≤x<500nM
TPD-NOHIHG,IC50,BRAF,P15056,.,5nM≤x<50nM
TPD-Z9W8OM,IC50_1,.,.,MV-4-11,4743nM
TPD-JPJTBM,IC50_1,.,.,MV-4-11,227nM
TPD-VCR8KN,IC50_1,.,.,MV-4-11,>10000nM
TPD-8QMI5F,IC50_1,.,.,MV-4-11,1.3nM
TPD-W0VFEV,IC50_1,.,.,MV-4-11,6nM
TPD-H1EDOQ,IC50_1,.,.,MV-4-11,12nM
TPD-VLCM8I,IC50_1,.,.,MV-4-11,170nM
TPD-M2LVXD,IC50_1,.,.,MV-4-11,449nM
TPD-K8V2FL,IC50_1,.,.,MV-4-11,296nM
TPD-SDXCQC,IC50_1,.,.,MV-4-11,17nM
TPD-KV8VOJ,IC50_1,.,.,MV-4-11,>10000nM
TPD-7XUR3Y,IC50_1,.,.,MV-4-11,>10000nM
TPD-ZGH71J,IC50_1,.,.,MV-4-11,>10000nM
TPD-9QHGOZ,IC50_1,.,.,MV-4-11,71nM
TPD-QYW5SN,IC50_1,.,.,MV-4-11,>10000nM
TPD-182MK7,IC50_1,.,.,MV-4-11,>10000nM
TPD-PFDGKF,IC50_1,.,.,MV-4-11,20nM
TPD-Z5T8RY,IC50_1,.,.,MV-4-11,8.7nM
TPD-X27M5L,IC50_1,.,.,MV-4-11,162nM
TPD-JF2ZC3,IC50_1,.,.,MV-4-11,29nM
TPD-D16PSV,IC50_1,.,.,MV-4-11,3133nM
TPD-VI9J0P,IC50_1,.,.,MV-4-11,293nM
TPD-55UCEU,IC50_1,.,.,MV-4-11,<1nM
TPD-0IICFL,IC50_1,.,.,MV-4-11,9409nM
TPD-PKZFIH,IC50_1,.,.,MV-4-11,>10000nM
TPD-WJXQEM,IC50_1,.,.,MV-4-11,349nM
TPD-61CT4M,IC50_1,.,.,MV-4-11,B
TPD-8MULYI,IC50_1,.,.,MV-4-11,C
TPD-RBEFTY,IC50_1,.,.,MV-4-11,D
TPD-BWQ25F,IC50_1,.,.,MV-4-11,B
TPD-IHDCLC,IC50_1,.,.,MV-4-11,D
TPD-YGCZ3V,IC50_1,.,.,MV-4-11,D
TPD-KL7OZU,IC50_1,.,.,MV-4-11,B
TPD-EUQDOZ,IC50_1,.,.,MV-4-11,D
TPD-2EIIVK,IC50_1,.,.,MV-4-11,D
TPD-TSU77L,IC50_1,.,.,MV-4-11,D
TPD-BN8UBI,IC50_1,.,.,MV-4-11,D
TPD-T5QYNN,IC50_1,.,.,MV-4-11,D
TPD-LGXSZ0,IC50_1,.,.,MV-4-11,B
TPD-PC1DJP,IC50_1,.,.,MV-4-11,D
TPD-M65WMR,IC50_1,.,.,MV-4-11,C
TPD-1Z9YVZ,IC50_1,.,.,MV-4-11,D
TPD-FW6SQ3,IC50_1,.,.,MV-4-11,B
TPD-BPGPPK,IC50_1,.,.,MV-4-11,B
TPD-6ZB45Z,IC50_1,.,.,MV-4-11,D
TPD-JIPGDU,IC50_1,.,.,MV-4-11,B
TPD-4I2NWY,IC50_1,.,.,MV-4-11,B
TPD-HRX4LQ,IC50_1,.,.,MV-4-11,D
TPD-PUQI7G,IC50_1,.,.,MV-4-11,B
TPD-SUYSV1,IC50_1,.,.,MV-4-11,B
TPD-X8JJ19,IC50_1,.,.,MV-4-11,C
TPD-6N79GG,IC50_1,.,.,MV-4-11,C
TPD-OYIUTC,IC50_1,.,.,MV-4-11,D
TPD-YR8YVA,IC50_1,.,.,MV-4-11,C
TPD-LQJCXE,IC50_1,.,.,MV-4-11,C
TPD-97Q67F,IC50_1,.,.,MV-4-11,D
TPD-E73UG1,IC50_1,.,.,MV-4-11,B
TPD-1OV8QZ,IC50_1,.,.,MV-4-11,D
TPD-BCEBG6,IC50_1,.,.,MV-4-11,B
TPD-SKC5VA,IC50_1,.,.,MV-4-11,C
TPD-XP13T0,IC50_1,.,.,MV-4-11,A
TPD-WEEL4V,IC50_1,.,.,MV-4-11,B
TPD-UEBON4,IC50_1,.,.,MV-4-11,B
TPD-MFTHZI,IC50_1,.,.,MV-4-11,D
TPD-D7UVST,IC50_1,.,.,MV-4-11,C
TPD-HAN9JK,IC50_1,.,.,MV-4-11,D
TPD-HN0UTL,IC50_1,.,.,MV-4-11,B
TPD-5COJ8O,IC50_1,.,.,MV-4-11,A
TPD-39VDPE,IC50_1,.,.,MV-4-11,D
TPD-736TPG,IC50_1,.,.,MV-4-11,D
TPD-ICWOIE,IC50_1,.,.,MV-4-11,D
TPD-JA9C4O,IC50_1,.,.,MV-4-11,B
TPD-O27VFZ,IC50_1,.,.,MV-4-11,B
TPD-80XO4K,IC50_1,.,.,MV-4-11,B
TPD-59VO3R,IC50_1,.,.,MV-4-11,B
TPD-FQX8HG,IC50_1,.,.,MV-4-11,B
TPD-78S72J,IC50_1,.,.,MV-4-11,D
TPD-H66EBD,IC50_1,.,.,MV-4-11,D
TPD-WPRLB1,IC50_1,.,.,MV-4-11,C
TPD-UNJOZQ,IC50_1,.,.,MV-4-11,D
TPD-7RY16W,IC50_1,.,.,MV-4-11,C
TPD-353XLM,IC50_1,.,.,MV-4-11,B
TPD-FI523I,IC50_1,.,.,MV-4-11,A
TPD-G4SKXM,IC50_1,.,.,MV-4-11,B
TPD-XOMMCV,IC50_1,.,.,MV-4-11,C
TPD-PVGUQX,IC50_1,.,.,MV-4-11,D
TPD-Z9W8OM,IC50_2,.,.,MV-4-11(in combination with gilteritinib),>10000nM
TPD-JPJTBM,IC50_2,.,.,MV-4-11(in combination with gilteritinib),3nM
TPD-VCR8KN,IC50_2,.,.,MV-4-11(in combination with gilteritinib),191nM
TPD-8QMI5F,IC50_2,.,.,MV-4-11(in combination with gilteritinib),0.5nM
TPD-W0VFEV,IC50_2,.,.,MV-4-11(in combination with gilteritinib),1.8nM
TPD-H1EDOQ,IC50_2,.,.,MV-4-11(in combination with gilteritinib),4.6nM
TPD-VLCM8I,IC50_2,.,.,MV-4-11(in combination with gilteritinib),9.9nM
TPD-M2LVXD,IC50_2,.,.,MV-4-11(in combination with gilteritinib),27nM
TPD-K8V2FL,IC50_2,.,.,MV-4-11(in combination with gilteritinib),22nM
TPD-SDXCQC,IC50_2,.,.,MV-4-11(in combination with gilteritinib),2.3nM
TPD-KV8VOJ,IC50_2,.,.,MV-4-11(in combination with gilteritinib),>10000nM
TPD-7XUR3Y,IC50_2,.,.,MV-4-11(in combination with gilteritinib),>10000nM
TPD-ZGH71J,IC50_2,.,.,MV-4-11(in combination with gilteritinib),>10000nM
TPD-9QHGOZ,IC50_2,.,.,MV-4-11(in combination with gilteritinib),8.3nM
TPD-QYW5SN,IC50_2,.,.,MV-4-11(in combination with gilteritinib),2783nM
TPD-182MK7,IC50_2,.,.,MV-4-11(in combination with gilteritinib),>10000nM
TPD-PFDGKF,IC50_2,.,.,MV-4-11(in combination with gilteritinib),2nM
TPD-Z5T8RY,IC50_2,.,.,MV-4-11(in combination with gilteritinib),0.9nM
TPD-X27M5L,IC50_2,.,.,MV-4-11(in combination with gilteritinib),9.4nM
TPD-JF2ZC3,IC50_2,.,.,MV-4-11(in combination with gilteritinib),3nM
TPD-D16PSV,IC50_2,.,.,MV-4-11(in combination with gilteritinib),44nM
TPD-VI9J0P,IC50_2,.,.,MV-4-11(in combination with gilteritinib),60nM
TPD-0IICFL,IC50_2,.,.,MV-4-11(in combination with gilteritinib),1917nM
TPD-PKZFIH,IC50_2,.,.,MV-4-11(in combination with gilteritinib),8547nM
TPD-WJXQEM,IC50_2,.,.,MV-4-11(in combination with gilteritinib),27nM
TPD-61CT4M,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-8MULYI,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-RBEFTY,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-BWQ25F,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-IHDCLC,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-YGCZ3V,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-KL7OZU,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-EUQDOZ,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-2EIIVK,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-TSU77L,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-BN8UBI,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-T5QYNN,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-LGXSZ0,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-PC1DJP,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-M65WMR,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-1Z9YVZ,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-FW6SQ3,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-BPGPPK,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-6ZB45Z,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-JIPGDU,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-4I2NWY,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-HRX4LQ,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-PUQI7G,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-SUYSV1,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-X8JJ19,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-6N79GG,IC50_2,.,.,MV-4-11(in combination with gilteritinib),C
TPD-OYIUTC,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-YR8YVA,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-LQJCXE,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-97Q67F,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-E73UG1,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-1OV8QZ,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-BCEBG6,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-SKC5VA,IC50_2,.,.,MV-4-11(in combination with gilteritinib),C
TPD-XP13T0,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-WEEL4V,IC50_2,.,.,MV-4-11(in combination with gilteritinib),B
TPD-UEBON4,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
TPD-MFTHZI,IC50_2,.,.,MV-4-11(in combination with gilteritinib),D
TPD-D7UVST,IC50_2,.,.,MV-4-11(in combination with gilteritinib),A
