TPD ID,Activity Type,Target Symbols,Target IDs,Cell Line,Activity
TPD-7WEF5B,DC50,BRD4,O60885,HEK293 BRD4-HiBiT cell line,4nM
TPD-RNQK6K,IC50,E2F2,Q14209,HepG2,0.12μM
TPD-RNQK6K,IC50,E2F2,Q14209,HepG2,0.18μM
TPD-1730LX,EC50,CCNK,O75909,HEK293T-Cas9,0.16μM
TPD-1730LX,EC50,CCNK,O75909,HEK293T-Cas9 cells_DDB1(knock out),1.12μM
TPD-H36FEP,AC50,STING,Q86WV6,THP1-Dual,5.2μM
TPD-UYX5KC,EC50,CDK12,Q9NYV4,A549,1.9mM
TPD-UYX5KC,DC50,CDK12,Q9NYV4,HEK293T,0.132μM
TPD-Q90952,EC50,GSPT2,Q8IYD1,.,0.2-4.8μM
TPD-Q90952,DC50,GSPT2,Q8IYD1,RKO,<1μM
TPD-GP3QEF,DC50,.,.,AML(KG-1),≤10nM
TPD-3GSS6I,IC50,eRF1,P62495,HeLa RNF14,<10μM
TPD-JFBQFN,KDapp,RBM39,Q14498,.,3.8μM
TPD-JFBQFN,EC50,RBM39,Q14498,.,0.74μM
TPD-JFBQFN,EC50,RBM23,Q86U06,.,1.0μM
TPD-JFBQFN,Ki,.,.,.,2.9μM
TPD-PCBVIQ,MEC,AR/AR-V7,P10275/P10275-3,22Rv1 cells-AR-HiBit,1.25μM
TPD-PCBVIQ,Dmax(20 μM),AR/AR-V7,P10275/P10275-3,22Rv1 cells-AR-HiBit,64.40%
TPD-EBH1OJ,EC50,.,.,.,9μM
TPD-EBH1OJ,EC50,.,.,.,45μM
TPD-EBH1OJ,EC50,.,.,.,107μM
TPD-EBH1OJ,EC50,.,.,.,253μM
TPD-EBH1OJ,EC50,.,.,.,187μM
TPD-OTZLID,GI50,.,.,.,≤100nmol/L
TPD-OTZLID,EC50,MEK1/ARAF,Q02750/P10398,.,1.2nM
TPD-OTZLID,EC50,MEK1/BRAF,Q02750/P15056,.,3.5nM
TPD-OTZLID,EC50,MEK1/CRAF,Q02750/P04049,.,2.8nM
TPD-T50FF4,IC50,PDE3A,Q14432,.,30-80nM
TPD-T50FF4,EC50,PDE3A,Q14432,HeLa,~4nM
TPD-5QPVXN,EC50,HDAC1/HDAC2,Q13547/Q92769,.,542nM
TPD-5QPVXN,KD,HDAC1/HDAC2,Q13547/Q92769,.,16nM
TPD-5QPVXN,IC50,HDAC1/HDAC2,Q13547/Q92769,K562,~100nM
TPD-L7AVW8,IC50,TrkA,P04629,.,199nM
TPD-W2HR7T,IC50,.,.,PFSK-1,0.15nM
TPD-W2HR7T,IC50,.,.,HeLa,1nM
TPD-3HGBX2,DC50,GSPT1,P15170,U937,35nM
TPD-3HGBX2,IC50,.,.,U937,0.019μM
TPD-3HGBX2,IC50,.,.,Molt-4,0.006μM
TPD-3HGBX2,IC50,.,.,MV-4-11,0.027μM
TPD-G1IE4T,IC50,.,.,KURAMOCHI,>>10μM
TPD-G1IE4T,IC50,.,.,COV 504,>>10μM
TPD-Z1X484,DC50,ZBTB16,Q05516,HT-1080,0.47nM
TPD-Z1X484,Ymin,ZBTB16,Q05516,HT-1080,28
TPD-BVQ43A,DC50,ZBTB16,Q05516,HT-1080,103nM
TPD-BVQ43A,Ymin,ZBTB16,Q05516,HT-1080,37
TPD-VO0OTD,EC50,SMAD4/SMAD3,Q13485/P84022,HEK293T,3.9±1.0μM
TPD-VO0OTD,EC50,SMAD4/SMAD3,Q13485/P84022,KBM7-WT,2.1±0.7μM
TPD-7S830T,IC50,.,.,U937,4.49μM
TPD-7S830T,IC50,.,.,OCI-AML-2,2.64μM
TPD-7S830T,IC50,.,.,K562,16.74μM
TPD-ZR06I6,EC50,.,.,AML(KG-1),0.46nM
TPD-ZR06I6,EC50,.,.,TMD-8,5.2nM
TPD-ZR06I6,EC50,.,.,HFL-1,0.011μM
TPD-ZR06I6,EC50,.,.,VERO,>1μM
TPD-ZR06I6,Dmax(10nM),GSPT1,P15170,AML(KG-1),>95%
TPD-ZR06I6,Dmax(10nM),GSPT1,P15170,TMD-8,80%
TPD-ZR06I6,IC50,.,.,.,31.6μM
TPD-ZR06I6,DC50,GSPT1,P15170,AML(KG-1),0.269nM
TPD-ZR06I6,DC50,GSPT1,P15170,TMD-8,5.8nM
TPD-2459CI,EC50,HIV-1 Integrase,P12497,HeLa TZM-bl,12nM
TPD-2459CI,KD,HIV-1 Integrase,P12497,.,~5nM
TPD-KW5UMU,DC50,PDE6D,O43924,Molt-4,<200nM
TPD-3V2A7F,DC50,CK1α,P48729,Molt-4,<200nM
TPD-SPNAYS,KD,14-3-3σ,P31947,.,0.60±0.10μM
TPD-SPNAYS,KD,.,.,.,0.81±0.55μM
TPD-SPNAYS,IC50,.,.,.,3.2±0.5μM
TPD-SPNAYS,EC50,14-3-3σ,P31947,.,67.1±41.1μM
TPD-SJT3DV,GI50,CDK12,Q9NYV4,Mino,0.010±0.001μM
TPD-SJT3DV,GI50,CDK12,Q9NYV4,UPF1H,0.010±0.002μM
TPD-SJT3DV,GI50,CDK12,Q9NYV4,NU-DUL-1,0.015μM
TPD-SJT3DV,GI50,CDK12,Q9NYV4,DB,0.020μM
TPD-SJT3DV,GI50,CDK12,Q9NYV4,OCI-LY2,0.011μM
TPD-SJT3DV,GI50,CDK12,Q9NYV4,OCI-LY19,0.465μM
TPD-SJT3DV,GI50,CDK12,Q9NYV4,U2932,0.055μM
TPD-SJT3DV,GI50,CDK12,Q9NYV4,SU-DHL4,0.028μM
TPD-SJT3DV,GI50,CDK12,Q9NYV4,RIVA,0.054μM
TPD-SJT3DV,IC50,.,.,.,0.004±0.001μM
TPD-SJT3DV,IC50,.,.,.,>1μM
TPD-SJT3DV,IC50,.,.,.,0.039μM
TPD-SJT3DV,IC50,.,.,.,0.020μM
TPD-SJT3DV,IC50,.,.,.,0.064μM
TPD-SJT3DV,IC50,.,.,.,0.022μM
TPD-9Y0C12,EC50,.,.,U2OS,2.9μM
TPD-9Y0C12,DC50,CCNK/CDK12,O75909/Q9NYV4,A549,5.8μM
TPD-AVN0IQ,DC50,CK1α,P48729,HEK293,6nM
TPD-AVN0IQ,IC50,CK1α,P48729,MOLM-13,13nM
TPD-AVN0IQ,IC50,CK1α,P48729,UCSD-AML1,0.844μM
TPD-CUTKY4,IC50,.,.,TSC02,8.4μM
TPD-CUTKY4,IC50,.,.,TSC03,1.0μM
TPD-CUTKY4,IC50,.,.,TSC08,0.5μM
TPD-CUTKY4,IC50,.,.,TSC14,0.9μM
TPD-CUTKY4,IC50,.,.,TSC20,1.5μM
TPD-CUTKY4,IC50,.,.,TSC23,11.8μM
TPD-CUTKY4,IC50,.,.,TSC54,50.0μM
TPD-YANNI5,IC50,MDM2,Q00987,.,33nM
TPD-YANNI5,IC50,MDMX,O15151,.,41nM
TPD-YANNI5,KD,MDMX/MDM2,O15151/Q00987,.,78nM
TPD-C00IFX,EC50,BCL6,P41182,.,64nM
TPD-C00IFX,KD,BCL6,P41182,.,0.2μM
TPD-MN1BRU,KD,14-3-3-like protein E/PMA2,O49997/P19657,.,80μM
TPD-9LTVEB,KD,14-3-3-like protein E/PMA2,O49997/P19657,.,1.8μM
TPD-OGMJJO,EC50,.,.,.,206±54μM
TPD-OGMJJO,EC50,.,.,.,246±17μM
TPD-OGMJJO,EC50,.,.,.,129±33μM
TPD-OGMJJO,KD(500μM),β-Catenin,P35222,.,68.0nM
TPD-OGMJJO,KD(250μM),β-Catenin,P35222,.,78.1nM
TPD-OGMJJO,KD(125μM),β-Catenin,P35222,.,143nM
TPD-OGMJJO,KD(62.5μM),β-Catenin,P35222,.,244nM
TPD-OGMJJO,KD(0μM),β-Catenin,P35222,.,689nM
TPD-OGMJJO,KD(500μM),β-Catenin,P35222,.,4.8nM
TPD-OGMJJO,KD(250μM),β-Catenin,P35222,.,5.8nM
TPD-OGMJJO,KD(125μM),β-Catenin,P35222,.,4.5nM
TPD-OGMJJO,KD(62.5μM),β-Catenin,P35222,.,4.5nM
TPD-OGMJJO,KD(0μM),β-Catenin,P35222,.,4.8nM
TPD-WBJSWU,EC50,β-Catenin,P35222,.,22.9±1.4μM
TPD-WBJSWU,KD,β-Catenin,P35222,.,54.8nM
TPD-EZCI8K,EC50,β-Catenin,P35222,.,0.062±0.003μM
TPD-EZCI8K,KD,β-Catenin,P35222,.,0.6nM
TPD-ZFGGFF,EC50,β-Catenin,P35222,.,0.163±0.006μM
TPD-FJZ4T1,EC50,β-Catenin,P35222,.,6.5±0.3nM
TPD-FJZ4T1,KD,β-Catenin,P35222,.,0.4nM
TPD-W2H9MC,EC50,β-Catenin,P35222,.,3.8±0.2nM
TPD-1S2B5E,CC50,MERS-CoV N-NTD,K9N4V7,Vero E6,459.69μM
TPD-1S2B5E,EC50,MERS-CoV N-NTD,K9N4V7,Vero E6,>100μM
TPD-LAEQUR,CC50,MERS-CoV N-NTD,K9N4V7,Vero E6,569.77μM
TPD-LAEQUR,EC50,MERS-CoV N-NTD,K9N4V7,Vero E6,>100μM
TPD-CYUYFJ,EC50,14-3-3β/CFTR,P31946/P13569,.,36.1μM
TPD-CYUYFJ,KD,14-3-3β/CFTR,P31946/P13569,.,0.056μM
TPD-RT3T0Y,IC50,PD-L1,Q9NZQ7,.,0.018μM
TPD-G5SRU3,IC50,PD-1/PD-L1,Q15116/Q9NZQ7,.,33.65μM
TPD-RC4V3F,IC50,PD-1/PD-L1,Q15116/Q9NZQ7,.,22.35μM
TPD-QQJ9IU,KD,CDC34A/Polyubiquitin-C,P49427/P0CG48,.,12.2±2.6μM
TPD-QQJ9IU,KD,CDC34A/Polyubiquitin-C,P49427/P0CG48,.,14μM
TPD-PQHOHR,EC50,TTR,P02766,.,2.7-3.2μM
TPD-PQHOHR,KD(high-affinity site),TTR,P02766,.,3nM
TPD-PQHOHR,KD(lbinding affinitiesbinding affinitiesow-affinity site),TTR,P02766,.,278nM
TPD-4AM3TL,KD,USP7,Q93009,.,7.58±1.24μmol/L
TPD-4AM3TL,KD,p53,P04637,.,4.39±0.75μmol/L
TPD-EQXRZ7,EC50,14-3-3γ/SLP76,P61981/Q13094,.,19.1±7.7μM
TPD-EQXRZ7,KD,14-3-3γ/SLP76,P61981/Q13094,.,3.3×
TPD-EQXRZ7,SPR RU,14-3-3γ/SLP76,P61981/Q13094,.,66.40%
TPD-AMC1OL,EC50,14-3-3γ/SLP76,P61981/Q13094,.,18.6±5.5μM
TPD-AMC1OL,KD,14-3-3γ/SLP76,P61981/Q13094,.,4.1×
TPD-AMC1OL,SPR RU,14-3-3γ/SLP76,P61981/Q13094,.,67.60%
TPD-B5KR2E,EC50,14-3-3γ/SLP76,P61981/Q13094,.,14.4±1.9μM
TPD-B5KR2E,KD,14-3-3γ/SLP76,P61981/Q13094,.,10×
TPD-B5KR2E,SPR RU,14-3-3γ/SLP76,P61981/Q13094,.,66.90%
TPD-3KUOHW,EC50,14-3-3γ/SLP76,P61981/Q13094,.,17.4±4.9μM
TPD-3KUOHW,KD,14-3-3γ/SLP76,P61981/Q13094,.,3.4×
TPD-3KUOHW,SPR RU,14-3-3γ/SLP76,P61981/Q13094,.,57.10%
TPD-XKXXE1,EC50,14-3-3γ/SLP76,P61981/Q13094,.,71.1±23.9μM
TPD-XKXXE1,KD,14-3-3γ/SLP76,P61981/Q13094,.,4.7×
TPD-PNTDM4,EC50,14-3-3γ/SLP76,P61981/Q13094,.,33.5±10.7μM
TPD-PKT1A5,EC50,14-3-3γ/SLP76,P61981/Q13094,.,5.3±1.9μM
TPD-PKT1A5,KD,14-3-3γ/SLP76,P61981/Q13094,.,4.4×
TPD-PKT1A5,SPR RU,14-3-3γ/SLP76,P61981/Q13094,.,57.70%
TPD-BPKF2E,EC50,14-3-3γ/SLP76,P61981/Q13094,.,69.1±22.6μM
TPD-BPKF2E,EC50,14-3-3ζ/p27,P63104/P46527,.,53.9±17.1μM
TPD-BPKF2E,KD,14-3-3γ/SLP76,P61981/Q13094,.,3.5×
TPD-BPKF2E,SPR RU,14-3-3γ/SLP76,P61981/Q13094,.,61.20%
TPD-VC0ZEK,EC50,14-3-3γ/SLP76,P61981/Q13094,.,24.5±5.8μM
TPD-VC0ZEK,EC50,14-3-3ζ/p27,P63104/P46527,.,5.8±2.2μM
TPD-VC0ZEK,KD,14-3-3γ/SLP76,P61981/Q13094,.,11×
TPD-VC0ZEK,SPR RU,14-3-3γ/SLP76,P61981/Q13094,.,58.70%
TPD-61KVG5,EC50,14-3-3γ/SLP76,P61981/Q13094,.,70.1±8.7μM
TPD-61KVG5,EC50,14-3-3ζ/p27,P63104/P46527,.,16.5±10.6μM
TPD-61KVG5,KD,14-3-3γ/SLP76,P61981/Q13094,.,1.4×
TPD-T04VRE,EC50,14-3-3γ/SLP76,P61981/Q13094,.,29.7±21.8μM
TPD-T04VRE,EC50,14-3-3ζ/p27,P63104/P46527,.,128.9±70.5μM
TPD-YIW1S6,EC50,14-3-3γ/SLP76,P61981/Q13094,.,3.8±1.2μM
TPD-YIW1S6,EC50,14-3-3ζ/p27,P63104/P46527,.,0.43±0.37μM
TPD-YIW1S6,KD,14-3-3γ/SLP76,P61981/Q13094,.,5.2×
TPD-YIW1S6,SPR RU,14-3-3γ/SLP76,P61981/Q13094,.,67.40%
TPD-PP192J,EC50,14-3-3γ/SLP76,P61981/Q13094,.,4.9±1.1μM
TPD-PP192J,KD,14-3-3γ/SLP76,P61981/Q13094,.,1.1×
TPD-P6V7ZE,EC50,14-3-3γ/SLP76,P61981/Q13094,.,21.2±11.3μM
TPD-P6V7ZE,EC50,14-3-3ζ/p27,P63104/P46527,.,12.6±14.4μM
TPD-P6V7ZE,KD,14-3-3γ/SLP76,P61981/Q13094,.,14.6×
TPD-751CH5,EC50,14-3-3γ/SLP76,P61981/Q13094,.,17.1±5.2μM
TPD-751CH5,EC50,14-3-3ζ/p27,P63104/P46527,.,11.6±6.1μM
TPD-QGHBST,EC50,14-3-3γ/SLP76,P61981/Q13094,.,1.2±0.7μM
TPD-QGHBST,EC50,14-3-3ζ/p27,P63104/P46527,.,80.6±53.4μM
TPD-QGHBST,KD,14-3-3γ/SLP76,P61981/Q13094,.,1.8×
TPD-Q78N47,DR50,14-3-3σ/FOXO1,P31947/Q12778,.,0.36μM
TPD-Q78N47,EC50,14-3-3σ/FOXO1,P31947/Q12778,.,5.1μM
TPD-Q78N47,KD_app,14-3-3σ/FOXO1,P31947/Q12778,.,7.7nM
TPD-Q78N47,KD_DMSO,14-3-3σ/FOXO1,P31947/Q12778,.,39nM
TPD-N9LWHS,DR50,14-3-3σ/FOXO1,P31947/Q12778,.,2.2μM
TPD-N9LWHS,KD_app,14-3-3σ/FOXO1,P31947/Q12778,.,10.6nM
TPD-N9LWHS,KD_DMSO,14-3-3σ/FOXO1,P31947/Q12778,.,42nM
TPD-Q62XLU,DR50,14-3-3σ/FOXO1,P31947/Q12778,.,143μM
TPD-Q62XLU,KD_app,14-3-3σ/FOXO1,P31947/Q12778,.,9.7nM
TPD-Q62XLU,KD_DMSO,14-3-3σ/FOXO1,P31947/Q12778,.,111nM
TPD-954WHX,DR50,14-3-3σ/CRAF,P31947/P04049,.,0.58μM
TPD-954WHX,EC50,14-3-3σ/CRAF,P31947/P04049,.,0.22μM
TPD-954WHX,KD_app,14-3-3σ/CRAF,P31947/P04049,.,92nM
TPD-954WHX,KD_DMSO,14-3-3σ/CRAF,P31947/P04049,.,23μM
TPD-8T5U6Y,DR50,14-3-3σ/CRAF,P31947/P04049,.,8.78μM
TPD-8T5U6Y,EC50,14-3-3σ/CRAF,P31947/P04049,.,1.33μM
TPD-8T5U6Y,KD_app,14-3-3σ/CRAF,P31947/P04049,.,100nM
TPD-8T5U6Y,KD_DMSO,14-3-3σ/CRAF,P31947/P04049,.,42μM
TPD-VPD13O,DR50,14-3-3σ/CRAF,P31947/P04049,.,12.2μM
TPD-VPD13O,EC50,14-3-3σ/CRAF,P31947/P04049,.,3.18μM
TPD-VPD13O,KD_app,14-3-3σ/CRAF,P31947/P04049,.,294nM
TPD-VPD13O,KD_DMSO,14-3-3σ/CRAF,P31947/P04049,.,23μM
TPD-EUAJFT,DR50,14-3-3σ/CRAF,P31947/P04049,.,3.71μM
TPD-EUAJFT,EC50,14-3-3σ/CRAF,P31947/P04049,.,13.5μM
TPD-EUAJFT,KD_app,14-3-3σ/CRAF,P31947/P04049,.,207nM
TPD-EUAJFT,KD_DMSO,14-3-3σ/CRAF,P31947/P04049,.,23μM
TPD-AS3OHK,EC50,ERα/14-3-3σ,P03372/P31947,.,1μM
TPD-AS3OHK,KD,ERα/14-3-3σ,P03372/P31947,.,18nM
TPD-ZGZ86Y,KD,FKBP12,P62942,.,0.03±0.006nM
TPD-ZGZ86Y,KD,FKBP12.6,P68106,.,0.38±0.06nM
TPD-ZGZ86Y,KD,FKBP51,Q13451,.,6.7±0.4nM
TPD-ZGZ86Y,KD,FKBP52,Q02790,.,1.2±0.1nM
TPD-0HBIV4,KD,TAZ,Q9GZV5,.,0.04±0.02μM
TPD-AF17IW,SF,p65,Q04206,.,8
TPD-AF17IW,KD_app,p65,Q04206,.,1.1μM
TPD-YOP33B,DC50,BRD4,O60885,HEK293,12.2nM
TPD-YOP33B,IC50,.,.,MV-4-11,~3nM
TPD-YOP33B,IC50(BD1),BRD4,O60885,.,10nmol/L
TPD-YOP33B,IC50(BD2),BRD4,O60885,.,30nmol/L
TPD-4T271C,Z-score ,KRAS,P01116,HEK293T,3.2
TPD-4T271C,Z-score ,KRAS,P01116,HEK293T,2.46
TPD-PJUBUW,Z-score,KRAS,P01116,HEK293T,4.64
TPD-U6BPLH,EC50,14-3-3γ,P61981,.,151μM
TPD-W857PU,IC50,.,.,HEK293,1.28mM
TPD-W857PU,IC50,.,.,P493-6,2.15μM
TPD-TSH3L0,IC50,FXRα,Q96RI1,.,3.4μM
TPD-TSH3L0,KD,FXRα,Q96RI1,.,8.29μM
TPD-J9DXH7,KDapp(10 μM Dose),14-3-3γ,P61981,.,2.0±0.4μM
TPD-J9DXH7,KDapp(50 μM Dose),14-3-3γ,P61981,.,1.2±0.2μM
TPD-J9DXH7,KDapp(100 μM Dose),14-3-3γ,P61981,.,0.9±0.1μM
TPD-J9DXH7,KDapp(250 μM Dose),14-3-3γ,P61981,.,0.8±0.1μM
TPD-HC4Q10,pEC50,ERα/14-3-3σ,P03372/P31947,.,3.5
TPD-HC4Q10,pEC50,14-3-3η/ERα,Q04917/P03372,.,3.22
TPD-HC4Q10,pIC50,14-3-3η,Q04917,.,5.77
TPD-WG1VCU,KDapp,14-3-3σ/ERα,P31947/P03372,.,32nM
TPD-WG1VCU,EC50,14-3-3σ,P31947,.,87nM
TPD-DOUHJ1,KDapp,14-3-3σ,P31947,.,92nM
TPD-DOUHJ1,EC50,14-3-3σ,P31947,.,209nM
TPD-2BCDJ2,EC50,14-3-3ζ,P63104,.,120μM
TPD-9K946R,KD,14-3-3ζ,P63104,.,16μM
TPD-MJSFOH,KD,14-3-3ζ,P63104,.,15μM
TPD-G5DV19,EC50,.,.,hy926,0.9μM
TPD-87TGUD,EC50,14-3-3β/ChREBP,P31946/Q9NP71,.,5.2±0.5μM
TPD-KJ3470,EC50,14-3-3β,P31946,.,6.4±0.4μM
TPD-UMP01K,EC50,14-3-3β,P31946,.,7.0±0.4μM
TPD-4XYRRV,IC50,PD-L1,Q9NZQ7,.,6-100nM
TPD-SRSU33,IC50,PD-L1,Q9NZQ7,.,80nM
TPD-TCA2AY,IC50,PD-L1,Q9NZQ7,.,2.25nM
TPD-PJ9SR7,EC50,14-3-3σ,P31947,.,12.4±2.3μM
TPD-PJ9SR7,KD,14-3-3σ,P31947,.,0.08±0.001μM
TPD-ICBPJY,KD,LFA-1,P20701,.,52nM
TPD-ICBPJY,KD,LFA-1,P20701,.,76nM
TPD-RPBZ5Q,EC50,14-3-3σ/ERα,P31947/P03372,.,0.7±0.05μM
TPD-D5B3MA,EC50,14-3-3σ/ERα,P31947/P03372,.,0.9±0.05μM
TPD-XEL579,EC50,14-3-3σ/ERα,P31947/P03372,.,0.3±0.01μM
TPD-YDAQS8,EC50,14-3-3σ/ERα,P31947/P03372,.,0.2±0.01μM
TPD-QLCMM7,EC50,14-3-3σ/ERα,P31947/P03372,.,0.5±0.03μM
TPD-R6R3XV,EC50,14-3-3σ/ERα,P31947/P03372,.,0.8±0.09μM
TPD-Q961B5,EC50,14-3-3σ/ERα,P31947/P03372,.,0.4±0.03μM
TPD-2V51GW,EC50,14-3-3σ/ERα,P31947/P03372,.,0.4±0.04μM
TPD-IH1R0J,KD,KRAS,P01116,.,0.7μM
TPD-N62V45,CC50,14-3-3γ/p65,P61981/Q04206,.,430μM
TPD-N62V45,KD,14-3-3γ/p65,P61981/Q04206,.,31μM
TPD-N62V45,SF,14-3-3γ/p65,P61981/Q04206,.,10.6
TPD-APWKG9,CC50,14-3-3γ/p65,P61981/Q04206,.,140μM
TPD-APWKG9,KD,14-3-3γ/p65,P61981/Q04206,.,4.3μM
TPD-APWKG9,SF,14-3-3γ/p65,P61981/Q04206,.,81
TPD-LBWLTC,IC50,PD-1/PD-L1,Q15116/Q9NZQ7,.,254nM
TPD-L7HPA4,IC50,PD-1/PD-L1,Q15116/Q9NZQ7,.,408nM
TPD-UDDJ1D,IC50,PD-1/PD-L1,Q15116/Q9NZQ7,.,944nM
TPD-LPI685,IC50,LOX-1,P78380,CHO-Trex-hLOX1,5.4μM
TPD-OSMX1L,EC50,EGFR,P00533,MDA-MB-468,52μM
TPD-BXO7WH,IC50(Pr),HCMV,P16753,.,4μM
TPD-BXO7WH,IC50(C-A),HCMV,P16753,.,33μM
TPD-FZU6JQ,IC50,.,.,MIA PaCa-2,99.33μM
TPD-FZU6JQ,IC50,.,.,hTERT-HPNE,431.1μM
TPD-X74G3T,IC50,.,.,MIA PaCa-2,137.5μM
TPD-X74G3T,IC50,.,.,hTERT-HPNE,649.9μM
TPD-MYT5P6,IC50,PD-1/PD-L1,Q15116/Q9NZQ7,.,8.9nmol/L
TPD-MYT5P6,KD,PD-L1,Q9NZQ7,.,24.4nmol/L
TPD-BXM8LE,KDapp,CK1α,P48729,.,1122±109nM
TPD-QKBHW5,KDapp,CK1α,P48729,.,242±15nM
TPD-QKBHW5,IC50,IKZF1,Q13422,.,712±11nM(Ki=89±3nM)
TPD-X0AXX0,KDapp,CK1α,P48729,.,608±60nM
TPD-YY6X3N,IC50,REV1,Q9UBZ9,.,0.78±0.16μM
TPD-YY6X3N,KD,REV1,Q9UBZ9,.,0.42μM
TPD-REZY04,IC50,TLR8,Q9NR97,HEK-Blue hTLR2-TLR1,67±10nM
TPD-REZY04,KD,TLR8,Q9NR97,.,0.22μM
TPD-9QW02U,IC50,TLR8,Q9NR97,HEK-Blue hTLR2-TLR1,0.5±0.1nM
TPD-QFTKZC,IC50,TLR8,Q9NR97,HEK-Blue hTLR2-TLR1,0.7±0.2nM
TPD-F7TT2C,DC50,WIZ,O95785,HEK293T,13nM
TPD-F7TT2C,EC50,WIZ,O95785,.,547nM
TPD-SGHDD9,IC50,.,.,.,60nM
TPD-SGHDD9,EC50,IKZF1,Q13422,DF15,1nM
TPD-SGHDD9,EC50,IKZF3,Q9UKT9,DF15,0.5nM
TPD-06PRMR,DC50,CDK4,P11802,.,1-5μM
TPD-0N0SXN,DC50,BRD4,O60885,HEK293T,0.01-0.1μM
TPD-4VQHQ0,EC50,CDK12/CCNK,Q9NYV4/O75909,.,17±1nM
TPD-3OAEPG,EC50,CDK12/CCNK,Q9NYV4/O75909,.,57±3nM
TPD-7MPHA6,EC50,CDK12/CCNK,Q9NYV4/O75909,.,13±0.3nM
TPD-KFU1V0,EC50,CDK12/CCNK,Q9NYV4/O75909,.,9±0.2nM
TPD-Q2IZ5C,EC50,CDK12/CCNK,Q9NYV4/O75909,.,14±0.4nM
TPD-5IKCFI,EC50,CDK12/CCNK,Q9NYV4/O75909,.,36±2nM
TPD-SAB574,EC50,CDK12/CCNK,Q9NYV4/O75909,.,169±7nM
TPD-5K0POH,EC50,CDK12/CCNK,Q9NYV4/O75909,.,18±1nM
TPD-Y2TND7,EC50,CDK12/CCNK,Q9NYV4/O75909,.,28±1nM
TPD-YJ29RT,EC50,CDK12/CCNK,Q9NYV4/O75909,.,12±1nM
TPD-1LG6JA,EC50,CDK12/CCNK,Q9NYV4/O75909,.,15±1nM
TPD-4EKW3Y,EC50,CDK12/CCNK,Q9NYV4/O75909,.,20±1nM
TPD-NLRZ5F,EC50,CDK12/CCNK,Q9NYV4/O75909,.,16±1nM
TPD-7MPHA6,KD(50 nM CDK12-cyclin K +100 nM DDB1),CDK12/CCNK,Q9NYV4/O75909,.,<1nM
TPD-4VQHQ0,KD(50 nM CDK12-cyclin K +100 nM DDB1),CDK12/CCNK,Q9NYV4/O75909,.,6±2nM
TPD-7MPHA6,KD(10 nM CDK12-cyclin K +100 nM DDB1),CDK12/CCNK,Q9NYV4/O75909,.,<<1nM
TPD-4VQHQ0,KD(10 nM CDK12-cyclin K +100 nM DDB1),CDK12/CCNK,Q9NYV4/O75909,.,4±1nM
TPD-7MPHA6,IC50,CDK12,Q9NYV4,.,117nM
TPD-KFU1V0,IC50,CDK12,Q9NYV4,.,289nM
TPD-Q2IZ5C,IC50,CDK12,Q9NYV4,.,163nM
TPD-Q2IZ5C,IC50,CDK9,P50750,.,143nM
TPD-Y2TND7,IC50,CDK12,Q9NYV4,.,134nM
TPD-YJ29RT,IC50,CDK12,Q9NYV4,.,1nM
TPD-1LG6JA,IC50,CDK12,Q9NYV4,.,25nM
TPD-4EKW3Y,IC50,CDK12,Q9NYV4,.,25nM
TPD-5K0POH,IC50,CDK2,P24941,.,31nM
TPD-5K0POH,IC50,CDK9,P50750,.,5nM
TPD-F9JHWF,KD,14-3-3ζ/Gab2,P63104/Q9UQC2,.,1.25±0.072μM
TPD-F9JHWF,KD,14-3-3ζ/Gab2,P63104/Q9UQC2,.,0.19±0.014μM
TPD-YQ5GU2,AC50,G6PD,P11413,.,3.3μM
TPD-YQ5GU2,Amax,G6PD,P11413,.,160%
TPD-YQ5GU2,AC50(Trp509Ala),G6PD,P11413,.,0.8μM
TPD-YQ5GU2,Amax(Trp509Ala),G6PD,P11413,.,170%
TPD-LD1R2I,EC50,14-3-3ζ,P63104,.,4.3±0.3μM
TPD-LD1R2I,S,14-3-3ζ/TASK-3,P63104/Q9NPC2,.,42(0.5 μM FC-NAc)
TPD-4KZKO6,IC50,GCase,P04062,.,8nM
TPD-7S830T,IC50,.,.,U266,3.8μM
TPD-G1IE4T,IC50,.,.,OVSAHO,>>10μM
TPD-G1IE4T,IC50,.,.,COV 318,>>10μM
TPD-G1IE4T,IC50,.,.,COV 644,>>10μM
TPD-G1IE4T,IC50,.,.,OVISE,10μM
TPD-G1IE4T,IC50,.,.,PEO4,1μM
TPD-G1IE4T,IC50,.,.,PEO1,0.25μM
TPD-2BCDJ2,KD,14-3-3ζ,P63104,.,1.01mM
TPD-LPI685,KD,LOX-1,P78380,.,4.3μM
TPD-LPI685,KD,LOX-1,P78380,.,6.99μM
TPD-BXO7WH,EC50,HCMV,P16753,HFF-1,0.8μM
TPD-FZU6JQ,IC50,.,.,PanC-1,105μM
TPD-FZU6JQ,IC50,.,.,BxPC-3,252.85μM
TPD-X74G3T,IC50,.,.,PanC-1,108.5μM
TPD-X74G3T,IC50,.,.,BxPC-3,97.88μM
TPD-BXM8LE,KDapp,IKZF1,Q13422,.,155±33nM
TPD-QKBHW5,KDapp,IKZF1,Q13422,.,101±2nM
TPD-QKBHW5,Ki,IKZF1,Q13422,.,89±3nM
TPD-X0AXX0,KDapp,IKZF1,Q13422,.,96±24nM
TPD-QFTKZC,KD,TLR8,Q9NR97,.,21nM
